round,budget_gap,min_payout_active
153,-1.7763568394002505e-15,3.864662239681015
154,3.552713678800501e-15,2.046748288029844
155,0.0,0.4723131297295412
156,7.105427357601002e-15,2.447551259331899
157,0.0,1.1104230371120365
158,7.105427357601002e-15,0.8790929928557215
159,0.0,2.334501827899872
160,3.552713678800501e-15,1.444286710617079
161,0.0,0.4943592987278982
162,0.0,0.8201444157974368
163,0.0,2.0309366695337197
164,0.0,1.6315296532236627
165,0.0,1.7058294564925665
166,0.0,1.5491079041542561
167,0.0,0.6257341824503991
168,0.0,2.82964927010398
169,1.7763568394002505e-15,6.5077983557414285
170,0.0,4.887564887405178
171,7.105427357601002e-15,1.4159660941773895
172,0.0,2.160969006327765
173,0.0,1.5676354104572736
174,7.105427357601002e-15,0.4380930559144588
175,7.105427357601002e-15,0.03740430824785395
176,7.105427357601002e-15,0.8543331065840916
177,0.0,0.03207042601872532
178,0.0,1.3262591654277436
179,0.0,0.8924445382577177
180,0.0,5.824297349221781
181,1.4210854715202004e-14,0.537198738867228
182,0.0,1.3597745515473205
183,1.7763568394002505e-15,1.6115145639192157
184,7.105427357601002e-15,1.1897494282487953
185,-1.4210854715202004e-14,0.0028576028182153578
186,0.0,6.083829576926388
187,-3.552713678800501e-15,0.1976995440132225
188,1.7763568394002505e-15,4.9031160166982435
189,0.0,0.4635257036458372
190,7.105427357601002e-15,1.8592123842774713
191,0.0,1.3832270509381528
192,-7.105427357601002e-15,2.2880560376010117
193,0.0,3.655417268217642
194,0.0,2.430082090156098
195,-1.7763568394002505e-15,0.2576954436157197
196,3.552713678800501e-15,2.0892429926430425
197,-1.7763568394002505e-15,0.5626583528417485
198,0.0,2.2403654754781
199,0.0,1.1733155466511551
200,0.0,0.38621922432984396
201,-7.105427357601002e-15,1.1090739453867633
202,0.0,0.17505226149130523
203,3.552713678800501e-15,2.0238840628319714
204,3.552713678800501e-15,0.03849851571363952
205,0.0,0.052868520493034026
206,7.105427357601002e-15,0.41503123630558436
207,0.0,0.8270515198074565
208,0.0,0.14143098708435298
209,-7.105427357601002e-15,1.7726030963944437
210,0.0,1.450914675416422
211,1.7763568394002505e-15,4.75980236322387
212,7.105427357601002e-15,0.6102485883307042
213,3.552713678800501e-15,0.023595011211487507
214,0.0,4.416227863618305
215,0.0,2.5205737358712152
216,0.0,2.0056850257726824
217,0.0,0.1935266429803771
218,0.0,0.02478403490093829
219,0.0,0.01621267882095603
220,0.0,0.27181673259971834
221,0.0,1.200610900819165
222,-3.552713678800501e-15,0.15060745597850017
223,3.552713678800501e-15,1.7732970302614433
224,0.0,5.5571213274139675
225,1.7763568394002505e-15,2.434269962947342
226,0.0,0.7716028723971067
227,7.105427357601002e-15,0.28672488538149127
228,0.0,2.056104489682187
229,0.0,2.7997841112447888
230,0.0,6.347044192173147
231,0.0,0.029140812866571872
232,0.0,2.963848463642277
233,0.0,3.828248267701299
234,0.0,1.0163079542191078
235,7.105427357601002e-15,1.302534958722209
236,0.0,0.19634308962365626
237,0.0,0.2817003578562241
238,0.0,2.43814928819137
239,-7.105427357601002e-15,2.757767529911932
240,0.0,0.3443196411512052
241,7.105427357601002e-15,0.7843283396476355
242,-3.552713678800501e-15,0.13189976803486217
243,-1.1102230246251565e-16,0.9652361930564478
244,0.0,0.11741682759919395
245,3.552713678800501e-15,1.8419469041307002
246,7.105427357601002e-15,0.5297321454981807
247,-3.552713678800501e-15,0.9334097274706162
248,7.105427357601002e-15,0.4777652430335435
249,0.0,9.057282306308553
250,0.0,6.354896002690359
251,-8.881784197001252e-16,5.088741740900253
252,7.105427357601002e-15,0.2632678673842303
253,-1.7763568394002505e-15,4.309188471779329
254,1.4210854715202004e-14,1.7704708530450803
255,-1.4210854715202004e-14,0.4459804760203031
256,0.0,1.651158630554559
257,0.0,4.661772498935431
258,0.0,2.0035844385930104
259,0.0,2.5777387399664837
260,-7.105427357601002e-15,0.14090741901336423
261,0.0,0.9846772925942467
262,0.0,3.6109471822199546
263,0.0,1.1816513768620647
264,7.105427357601002e-15,2.1013438053836353
265,0.0,3.1234918062828583
266,7.105427357601002e-15,0.9144632640333306
267,0.0,8.050596399045414
268,-3.552713678800501e-15,0.23463632554283165
269,0.0,2.2967570791553795
270,0.0,1.3934257604889675
271,0.0,0.7099763278046335
272,-4.440892098500626e-16,0.9010852880128737
273,-7.105427357601002e-15,1.3904678721711865
274,0.0,0.02130200373250307
275,0.0,5.769154884719648
276,0.0,8.826423842482512
277,7.105427357601002e-15,0.8489209873721111
278,7.105427357601002e-15,2.1596344658556403
279,0.0,9.521925363959001
280,0.0,3.541906547036738
281,0.0,2.3174186409169817
282,0.0,0.06656937084243889
283,7.105427357601002e-15,0.07011793685455195
284,7.105427357601002e-15,4.293108734846167
285,0.0,0.6073232050832076
286,-7.105427357601002e-15,0.5812796836977275
287,3.552713678800501e-15,0.825367919866631
288,0.0,0.35947754416196287
289,0.0,0.04908564442840956
290,3.552713678800501e-15,2.6220210347707575
291,0.0,4.1782052533690255
292,0.0,1.441568747955633
293,0.0,0.10636375222132641
294,1.7763568394002505e-15,2.511315299351475
295,1.7763568394002505e-15,2.450170488413899
296,-3.552713678800501e-15,0.9949331457304058
297,0.0,0.13523142050210235
298,0.0,0.057841088969196514
299,0.0,2.7613628309399645
300,0.0,5.964861604649153
301,-5.551115123125783e-17,0.3050507669063917
302,0.0,1.1877077960974753
303,3.552713678800501e-15,6.002213886755286
304,0.0,1.0402134501825377
305,0.0,0.8658888138758233
306,-8.881784197001252e-16,7.439554407717218
307,-1.1102230246251565e-16,0.6592138901565691
308,0.0,2.715706366426725
309,7.105427357601002e-15,0.250284016630489
310,-7.105427357601002e-15,1.072071255377959
311,-3.552713678800501e-15,4.294102113373682
312,8.881784197001252e-16,1.9154792108889451
313,0.0,0.11375820732110328
314,0.0,2.3022001032891364
315,-7.105427357601002e-15,3.2126078548524055
316,0.0,1.0589230225076345
317,0.0,1.7373019097055096
318,0.0,0.3240145129148417
319,-7.105427357601002e-15,0.676677918269611
320,-8.881784197001252e-16,6.823816316104736
321,0.0,4.72580374122593
322,0.0,0.14136532382694134
323,-7.105427357601002e-15,0.7848661041176722
324,-3.552713678800501e-15,0.08141905667381862
325,3.552713678800501e-15,0.7172733438147997
326,0.0,5.839043923019116
327,0.0,0.6289601159678011
328,0.0,0.1659199593262784
329,2.220446049250313e-16,0.4878410903464065
330,-3.552713678800501e-15,4.694784952790807
331,0.0,0.6339945882357233
332,0.0,0.3729730900428423
333,0.0,1.98366004511897
334,0.0,1.1678218485949414
335,0.0,0.5977187565906888
336,0.0,2.9657800827517873
337,0.0,0.07627380314702129
338,0.0,2.1537563006829012
339,0.0,1.1774799194486432
340,0.0,1.0401897625574987
341,0.0,1.1157937261621718
342,-7.105427357601002e-15,0.5098727086504077
343,0.0,0.06649971894659411
344,0.0,0.07663519186877955
345,3.552713678800501e-15,1.1779347791215402
346,4.440892098500626e-16,0.09190205451254439
347,-1.4210854715202004e-14,2.9386025678962118
348,0.0,1.9798529936771574
349,0.0,0.2485993181398227
350,0.0,4.565402127693366
351,0.0,0.1900978495255395
352,0.0,0.20454129441956836
353,0.0,4.925598890457699
354,-3.552713678800501e-15,0.11221266780663301
355,-3.552713678800501e-15,3.2249113941134504
356,3.552713678800501e-15,1.390125772943585
357,0.0,1.5713057212407293
358,7.105427357601002e-15,3.3095463853543006
359,0.0,0.8005393342196505
360,0.0,2.356863284911952
361,3.552713678800501e-15,7.143472851634046
362,0.0,4.632628224215144
363,-1.7763568394002505e-15,0.11480969911572156
364,0.0,0.14989738128379124
365,0.0,0.6950971809062713
366,-8.881784197001252e-16,5.500846473514373
367,-3.552713678800501e-15,0.7129399798416556
368,-3.552713678800501e-15,0.4254868736989003
369,0.0,0.342949291965116
370,0.0,0.23012100349965997
371,0.0,7.851385890922366
372,0.0,2.5716589844920574
373,0.0,0.6583359508930743
374,0.0,1.3956664836166608
375,-1.7763568394002505e-15,3.9632134586401087
376,7.105427357601002e-15,0.5093236608343359
377,0.0,1.8423058052771841
378,0.0,3.5217447649950975
379,7.105427357601002e-15,0.11793168106555595
380,3.552713678800501e-15,1.2765901907733102
381,-3.552713678800501e-15,2.2755419254612237
382,7.105427357601002e-15,0.2508690119067682
383,7.105427357601002e-15,1.49877264110642
384,0.0,0.6496785518545041
385,3.552713678800501e-15,2.5023320226228885
386,0.0,8.196393048985524
387,-2.220446049250313e-16,0.7268063677468892
388,0.0,0.4341979962697248
389,0.0,4.239991271589801
390,0.0,0.28192445050670867
391,0.0,0.23408497603774275
392,7.105427357601002e-15,0.05077018048770099
393,0.0,0.49207798120298163
394,7.105427357601002e-15,0.8193919014081645
395,0.0,3.2166166919106574
396,3.552713678800501e-15,1.0640021059397125
397,0.0,0.06466109870091027
398,0.0,0.46307304251995024
399,0.0,5.793465660113004
400,0.0,5.361621419292646
401,1.7763568394002505e-15,0.4973847541198608
402,0.0,0.20393631734760428
403,0.0,3.0959161130814676
404,-7.105427357601002e-15,1.2572426862860901
405,2.6645352591003757e-15,0.1998182505100866
406,0.0,6.06711026979673
407,-7.105427357601002e-15,2.478065747442152
408,3.552713678800501e-15,1.7098047222539017
409,0.0,0.7836962593750147
410,-7.105427357601002e-15,0.2504042452983911
411,-7.105427357601002e-15,1.2656038268328296
412,0.0,5.088857296934523
413,-7.105427357601002e-15,0.40106417954650586
414,0.0,4.039492175140446
415,7.105427357601002e-15,0.1824492941056797
416,-2.220446049250313e-16,1.158820028130367
417,0.0,2.807551177744198
418,0.0,3.5261336806809043
419,3.552713678800501e-15,1.959172417953558
420,-2.220446049250313e-16,1.544340524207025
421,0.0,2.146546615121793
422,0.0,0.8738768149671994
423,-1.7763568394002505e-15,1.1787185011111105
424,0.0,1.8020593296477119
425,0.0,0.13242867720109672
426,-1.7763568394002505e-15,1.3864134229463807
427,7.105427357601002e-15,0.5316877169688594
428,0.0,0.7471681443209548
429,-7.105427357601002e-15,1.9013301168566163
430,0.0,5.7997697770704395
431,0.0,1.0222678627754065
432,7.105427357601002e-15,0.4748684706818458
433,-3.552713678800501e-15,1.0978679456745282
434,0.0,6.63505235719258
435,0.0,0.8784512947308483
436,1.7763568394002505e-15,0.010234715959389871
437,0.0,1.1853798248285738
438,0.0,0.3619618475464882
439,-3.552713678800501e-15,0.2299663953256514
440,0.0,7.018999079308879
441,0.0,0.4137809541562452
442,3.552713678800501e-15,0.2956570983670499
443,3.552713678800501e-15,1.52431990672112
444,0.0,0.2858314660311442
445,0.0,2.270889988157099
446,0.0,1.3685212067346577
447,0.0,1.716810001122891
448,0.0,3.8725778464337393
449,0.0,0.6484426588044285
450,0.0,0.041377983744291406
451,0.0,0.200188653260814
452,1.4210854715202004e-14,0.5393506389859257
453,0.0,0.9081983705151987
454,4.440892098500626e-16,1.1155445622750968
455,-2.842170943040401e-14,1.1873356800547277
456,3.552713678800501e-15,0.1933387494945111
457,0.0,1.444871946972106
458,0.0,0.5611178673067958
459,0.0,0.5045551062085752
460,-8.881784197001252e-16,2.0035168754425325
461,0.0,1.3115097233160051
462,0.0,0.5893150020502811
463,1.7763568394002505e-15,0.22349770664666888
464,0.0,3.3121594748343473
465,0.0,1.8505521038104529
466,0.0,3.201103854729608
467,0.0,0.7854686629760145
468,0.0,1.8746333594653912
469,-3.552713678800501e-15,3.164487738469924
470,-7.105427357601002e-15,0.42166767358079027
471,-7.105427357601002e-15,3.8224012869564508
472,0.0,0.29527247551122193
473,0.0,2.1375062110454173
474,0.0,2.6378571561337036
475,0.0,6.528019758434443
476,0.0,0.5204002960701269
477,3.552713678800501e-15,3.5066876572346866
478,0.0,1.7657899577179252
479,0.0,1.8888694405554298
480,1.4210854715202004e-14,0.594924598265461
481,0.0,0.0817404609150231
482,0.0,2.5714717514339385
483,-3.552713678800501e-15,2.554597197292393
484,3.552713678800501e-15,0.6493472956969741
485,0.0,1.5278470746513284
486,-1.7763568394002505e-15,0.6373280317881284
487,0.0,1.2427807397043047
488,-3.552713678800501e-15,1.3044577295056419
489,0.0,9.101663646405084
490,0.0,5.524650667772937
491,8.881784197001252e-16,2.0028170260289095
492,0.0,0.259356832149421
