scenario,total_profit,mean_round_profit,final_gini,final_n_eff
benign_baseline,1.4238610290817633e-14,7.119305145408816e-17,0.42896762738420563,4.911960976064398
bursty_kelly,1.85268467234323e-15,9.26342336171615e-18,0.37372018680225416,4.879217279770034
risk_averse_hedged,-6.591949208711867e-16,-3.2959746043559333e-18,0.43569620361503353,4.635493572310901
lumpy_miscalibrated,-6.772360450213455e-15,-3.3861802251067274e-17,0.423666691994991,5.05144915955493
edge_threshold,1.944971961265196e-14,9.724859806325981e-17,0.39823168134524506,5.7834000290078915
sybil_split,9.01362318117549e-15,4.506811590587745e-17,0.5034303407275263,14.984883884339897
