identity,total_profit,final_n_eff,final_gini
single_account,-8.049116928532385e-16,2.357717173868064,0.14875448144617284
sybil_split_3,4.343747583845925e-15,7.3012736081049745,0.6695622767857543
reputation_reset,-8.049116928532385e-16,2.357717173868064,0.14875448144617284
collusive_multi_3,4.343747583845925e-15,7.3012736081049745,0.6695622767857543
