staking,total_profit,mean_deposit,final_gini
fixed_fraction,6.189493362285248e-15,3.7912038938159833,0.24086025156333662
kelly_like,-3.95516952522712e-16,2.723037222417406,0.2422837534382859
house_money,5.995204332975845e-15,4.228279775211021,0.2523569836265032
lumpy_tier,-8.049116928532385e-15,3.8965,0.2493703355626618
break_even,-5.329070518200751e-15,4.84744794895152,0.25480836399719725
volatility_sensitive,-1.4988010832439613e-15,3.639766620287401,0.2208910685850581
