t,crps_uniform,crps_uniform_cum,crps_deposit,crps_deposit_cum,crps_skill,crps_skill_cum,crps_mechanism,crps_mechanism_cum,crps_best_single,crps_best_single_cum
49,0.02973177125275065,0.050572475661134424,0.02838973121180998,0.049573743725794886,0.029146802653514325,0.04990357124364698,0.027231376050319785,0.04829182848274509,0.009487135665615563,0.01880495586257304
50,0.039575042396008384,0.050356839714759405,0.037485852352431945,0.04933672624788581,0.038687574735265476,0.04968364974348263,0.03569604609828214,0.048044852357559543,0.011404606872108211,0.018624459545732434
51,0.05351481714035089,0.050417570049866925,0.05226448641794046,0.049393029328079166,0.05332501112307923,0.04975367592385949,0.05162871843288509,0.048113772859008114,0.009140581945153662,0.018398652936194842
52,0.037662044362614375,0.05017689975388103,0.0358046843460168,0.04913664546049309,0.036673024720633066,0.049506871184175974,0.03394065292440832,0.04784635550175151,0.015766151129107578,0.018337431963937
53,0.05464310661782577,0.050259607288398525,0.051777065944183985,0.049185542136116985,0.05351899262290666,0.049581169729337654,0.04961298884369901,0.047879070934009796,0.017692209697872333,0.01832276782152644
54,0.038411791570109016,0.0500441924571569,0.03667592276748666,0.0489580945112328,0.03712788029590984,0.04935474628509351,0.03649285582960692,0.04767204884120247,0.020648722284850925,0.018374455698489205
55,0.03949537034918296,0.04985582063380022,0.038789201807528574,0.048776507141523796,0.03932059183417706,0.049175564955612865,0.038422426315731804,0.04750687701039049,0.0606168041501257,0.01929276762135087
56,0.0673872885069222,0.050163390245609375,0.06696858120756846,0.04909566633566493,0.06721930818953695,0.04949212185445364,0.06791345974263116,0.047864887233763136,nan,nan
57,0.05800744719736854,0.0502986326068466,0.054279110999111924,0.0491850360712416,0.05684986647624672,0.04961897952034663,0.05178819967783044,0.047932530551764295,0.012396844808285732,0.01914604585937076
58,0.06459354416876413,0.050540919243489274,0.057874081121484275,0.04933230802124571,0.06205663058091908,0.04982978716544108,0.05308557713676611,0.048019870324391443,0.005219970490281321,0.018855919289181396
59,0.05094987936676258,0.050547735245543825,0.049816910505684896,0.049340384729319696,0.05032633686121642,0.049838062993703997,0.04870194792160768,0.04803123828434505,nan,nan
60,0.047681867220748166,0.050500753802514384,0.04620481807213146,0.049288981997234645,0.04718035576836802,0.04979449402279685,0.04504644412257175,0.0479823072325127,0.021886410383487064,0.018917766046208043
61,0.14678686741496533,0.05205375563497327,0.13664933806013338,0.05069801999824914,0.14404692127854157,0.05131469446240564,0.13175275409488926,0.04933344347222845,nan,nan
62,0.05039248572812353,0.05202738627137248,0.04873367724431387,0.05066683995453588,0.0498626789966164,0.051291646597869306,0.04752255090382178,0.04930469914574581,0.02079852614734544,0.01895538124823079
63,0.04924690375391447,0.0519839412320372,0.04708111760234751,0.050610813042782934,0.048617417949974394,0.051249861775245945,0.045367505498317896,0.04924318049500475,0.011405758717878259,0.018807349433910155
64,0.07687012063846682,0.05236680553059766,0.07162125603565703,0.05093405062728869,0.07512543737442903,0.051617178322925686,0.06781866144832008,0.049528957125055756,0.015079653753966782,0.018735662978526628
65,0.04815411723658606,0.05230297692008233,0.04604312497678419,0.050859945693190134,0.04723518778812611,0.05155078452694387,0.04413479261483683,0.04944722735974941,nan,nan
66,0.029638638842141192,0.05196470321742649,0.027291896846850423,0.05050818377011044,0.02904113985346765,0.0512148196810711,0.026079259494239893,0.049098451719965686,0.01194421647913874,0.01860752247853818
67,0.03177735993781659,0.05166783052213811,0.030221258115173205,0.05020984662812607,0.03136891262744794,0.050922968106753105,0.0292483349200227,0.048806538237613585,0.015411703563845861,0.018548340646784615
68,0.08622266354563524,0.05216862520363806,0.0760817088149953,0.05058480115257345,0.083253491918632,0.0513915264228673,0.07068160719207059,0.049123568222460785,0.019289585625345863,0.018561817828213003
69,0.04653826224451956,0.05208819144707923,0.04354069918892386,0.05048417112452131,0.045468900384357455,0.05130691747946001,0.04160074131161121,0.049016099266591506,0.013720968511794463,0.018475374090419817
70,0.0418697088224452,0.05194426915659142,0.039957414252382306,0.05033590694322358,0.04126183402967333,0.051165437430871465,0.03877453636845855,0.04887185190182907,0.055962224266227864,0.019133038128591885
71,0.052556526495894096,0.05195277273074841,0.05156945673434936,0.05035303957921144,0.05230176448270511,0.05118121975103582,0.050533604140821774,0.048894931794037304,0.007095985988011949,0.01892550274685775
72,0.04986301337321678,0.05192414589023427,0.04693558654275416,0.050306225154054494,0.04902523577219155,0.051151685723928364,0.045157709273231636,0.048843736964985174,0.01333525652131371,0.018830752810831578
73,0.04029765786577171,0.051767031187201,0.03567151846433588,0.05010845884743667,0.03874578874863967,0.050984038467505544,0.03398409587865797,0.04864293100435913,0.11053570380226216,0.020359168660688754
74,0.05283390186307456,0.05178125612954598,0.05245560547088331,0.050139754135749295,0.052640527381568346,0.051006124986359716,0.052089171187198635,0.04868888087346366,nan,nan
75,0.04862103113982459,0.05173967422178649,0.04591028198945178,0.050084103186455904,0.047510598634021864,0.050960131218565796,0.04388435522133268,0.04862566343067246,nan,nan
76,0.044856755365096534,0.0516502856652061,0.04267298144681217,0.04998785485217482,0.044210003077995746,0.050872467216740214,0.0414311301159615,0.04853222793307881,0.038024508344405766,0.020648764393208705
77,0.045782175669944955,0.05157505348577968,0.042942057348965765,0.04989752411495419,0.04523163117223149,0.05080014880591318,0.04185679252257891,0.048446645427815994,nan,nan
78,0.04077858328976731,0.05143838930608332,0.04062264922528295,0.0497801206353381,0.04033629692835778,0.050667694984678296,0.03975132085356109,0.048336578028141876,0.0438268544861623,0.021022604555998275
79,0.06594629040600947,0.0516197380698324,0.06189026259840167,0.04993149740987639,0.06553900016688581,0.05085358629945589,0.06066604632164889,0.048490696381810715,0.007381417811248725,0.020806077782272094
80,0.03786979672999323,0.05144998570761216,0.03379130174259436,0.04973223573497167,0.036460743044526685,0.05067589687655552,0.03126468499475922,0.04827802957456317,0.0166543474235884,0.020741206995417663
81,0.05128973520521517,0.05144803143319269,0.0500845697434202,0.04973653249117227,0.05093197345258025,0.050679019761628995,0.04916526231843283,0.04828884948607377,0.07121333333495476,0.021517701246795157
82,0.04300084772571988,0.051346258135512295,0.04276836032812868,0.049652578609689815,0.04264434995253207,0.05058221651091698,0.04201643142967111,0.0482132781841894,0.05181256117794234,0.02197671427605496
83,0.04524818870966833,0.051273662070918914,0.04293474740499298,0.04957260442868152,0.04471559859194775,0.05051237582140544,0.04174695579159553,0.04813629815570614,0.014867575780237669,0.02187060773134127
84,0.05734652320088769,0.05134510749597737,0.05316662602404628,0.049614887035685805,0.05648930611331434,0.05058269264836907,0.051293725366945694,0.04817344435819131,0.01606790577828204,0.0217852738790904
85,0.05345780020004829,0.051369673690210754,0.04800344659518742,0.049596149356145126,0.05234738001617177,0.05060321226892492,0.045279871294102936,0.04813979815977167,0.01753602402391169,0.021723690547855924
86,0.051145860706612443,0.05136710112718089,0.04781453666556618,0.04957567104935686,0.050268837727231584,0.050599368883388215,0.04595732921199347,0.04811471230979721,0.022251584871278575,0.02173123189533339
87,0.06770152229831332,0.05155271954958012,0.06039213649610355,0.04969858542943353,0.06562022475235894,0.05077006042735379,0.05667855585125107,0.048212028713677364,0.018371906614754064,0.021683917454761854
88,0.049168438161748124,0.05152592987106516,0.04616409427762863,0.04965887204570538,0.048770424779837625,0.05074759261108956,0.045152173642255475,0.04817764831961644,nan,nan
89,0.06282588415148442,0.051651484918625375,0.056751134784730886,0.04973767496502789,0.06044907424151689,0.050855386851427646,0.053343385597250034,0.048235045400479036,0.01143170075070928,0.021541525556094454
90,0.04780571564987744,0.051609223717869905,0.04381391774669341,0.04967257873185938,0.04687244178019587,0.05081161822427125,0.04173599448950542,0.048163627258600204,0.03296508254244857,0.021698012638099305
91,0.05179493712923472,0.051611242341906484,0.04642981846574392,0.049637331337662474,0.05050769888133564,0.05080831475315239,0.04382533655396885,0.04811647192485421,0.02421834822924874,0.021732071227168893
92,0.03928045451986914,0.05147865322554049,0.03705947242471403,0.04950208554289959,0.03897332517705719,0.050681056800721255,0.03617821979399881,0.04798810362237189,0.013273447123394821,0.021619289572451905
93,0.04516460711167679,0.05141148252220152,0.03616787835224262,0.049360232274913866,0.04234002318041512,0.050592322400505235,0.03464462593199803,0.047846151732048765,0.011064197601194651,0.021480406783356415
94,0.04257232455857819,0.05131843875416338,0.038155565544582756,0.04924228841459459,0.04117177754287067,0.050493158770424866,0.035468115898019896,0.047715856618006355,0.02079588857859633,0.02147151693654135
95,0.07211223714710005,0.05153504082075647,0.056483860758565915,0.04931772145984429,0.0691197894042556,0.0506871861728606,0.05201318445798061,0.047760620449672754,0.025919065760542814,0.021528536793259317
96,0.04449973127661092,0.051462511856383834,0.03912257065248853,0.04921261681234578,0.04277579293723906,0.0506056254178542,0.035553046220110386,0.04763476916895562,0.009990466220924124,0.021382485267027226
97,0.045391882645914865,0.05140056666035864,0.040531781244150335,0.04912403685756827,0.044220605226843235,0.05054047215059898,0.038198469257355955,0.04753848039434746,0.017432463960847046,0.021333110000699974
98,0.04354194921174463,0.05132118668613022,0.038616051481718594,0.04901789559114555,0.042314979118649995,0.05045738636239748,0.03633446917499598,0.04742530856384896,0.005809873803254204,0.02114146510937348
99,0.03376233561245147,0.051145598175393436,0.030759868511564314,0.04883531532034974,0.03309167037089217,0.05028372920248242,0.029259841276409897,0.04724365389097457,nan,nan
100,0.038339925104627734,0.05101880933310863,0.03583096085519449,0.04870655933554622,0.0378735244474759,0.050160855888076415,0.035042068995725116,0.04712284611973448,0.055684049799453204,0.021562716142179333
101,0.0660159380938518,0.051165840007233565,0.06177874330740971,0.04883471800193704,0.06555047502781325,0.05031173450709345,0.06049220688586606,0.04725391828410832,0.016605721558511782,0.021502993315870085
102,0.0434450407109973,0.05109088079076525,0.04029540412703214,0.0487518120419865,0.042768655720124615,0.050238500732462686,0.038791802162655924,0.04717176181690975,0.014762233615395632,0.021422746176578723
103,0.03300785491486203,0.050917005541958486,0.029416637346816592,0.04856589690068679,0.032294430291706935,0.05006596159360926,0.027992391300041598,0.04698734479270909,nan,nan
104,0.05184921011763818,0.050925883680774484,0.04855101578481635,0.04856575517577374,0.050750132783649315,0.05007247750970489,0.04633873916470836,0.04698116759625195,nan,nan
105,0.07239334914393239,0.05112840693986088,0.06209086114810806,0.04869335051513538,0.06980552910085809,0.05025863837377237,0.057123029442068596,0.047076845538193614,0.013833122268577141,0.02133345648354341
106,0.0523339466442714,0.05113967366607032,0.048676915251499954,0.04869319691454065,0.05168574535848367,0.05027197582222761,0.04728813096240354,0.04707882016832642,0.02119900438588913,0.02133189308705906
107,0.04685307464040605,0.05109998293435121,0.04511887441339901,0.04866010133582638,0.04698516038466918,0.05024154234595392,0.04484682478503783,0.04705815354440709,0.028537641610874694,0.021414717782735102
108,0.06290238891470853,0.051208261888299446,0.05569618177771736,0.04872465253254098,0.061278875485350895,0.050342802283012605,0.05266227488635196,0.04710956750167263,0.09269039588051442,0.022224668670209866
109,0.056138958516399794,0.051253086403100355,0.054217679030747534,0.048774589137070126,0.055767796097553536,0.05039212040859934,0.053492907567207246,0.04716759786590476,nan,nan
110,0.04940773902972452,0.05123646165198886,0.04369007058175924,0.048728782663598855,0.048406922083830774,0.05037423573900683,0.0416269186842505,0.047117681837241215,0.01897678666000865,0.022188175613915468
111,0.043643085868942576,0.05116866365392595,0.03953197171012875,0.04864666828008573,0.042788926424354654,0.050306509762983155,0.03779634971969282,0.047034455657620246,0.015014913098996052,0.02210847269708303
112,0.0313625944508929,0.05099338870522654,0.02975024811695992,0.04847944332288993,0.030925968878032346,0.05013500055161191,0.02890543789126182,0.046874021872077246,nan,nan
113,0.043576546464835546,0.05092832868557399,0.03781898528802767,0.04838593053311043,0.04241332597575966,0.050067266564104436,0.03566183244258915,0.04677566933322209,0.013991812195940192,0.022019278625641903
114,0.04014347161054711,0.050834547319704194,0.03734237632120472,0.04828989962691995,0.03953536408600619,0.049975684803425326,0.036179777377259345,0.04668353114230067,0.024235399363929974,0.02204336689453634
115,0.03959587189682667,0.050737662186748356,0.03470833161794038,0.04817281714408392,0.03891877741326774,0.0498803666362688,0.03322767024983654,0.04656753234150356,0.056923028987179616,0.02241841702456476
116,0.05152236187514854,0.05074436902169195,0.045421109498727644,0.04814929827532019,0.050600050972682,0.049886517784443266,0.0434600958528077,0.046540973055275395,0.015475419810832721,0.022344555352078247
117,0.04018621771780061,0.050654893163184396,0.03558004614376159,0.04804277918945952,0.03927930252056261,0.04979662612966462,0.03389775519058218,0.04643382714116783,0.016185394908394195,0.022279722084249994
118,0.056689543172220934,0.050705604507798145,0.04609810772805729,0.04802643741247295,0.05470923470823928,0.04983790855469466,0.0424095721613917,0.04640000987243021,0.011856978509746135,0.022171151838682245
119,0.047610032769330166,0.050679808076644246,0.04260103960362466,0.047981225764065875,0.04667692367296626,0.04981156701401359,0.040548012728054285,0.04635124322956041,0.06224529731817953,0.022584287359089433
