agent,t,wager,sigma,m_over_b,profit,cum_profit,missing
1,19,0.7333820445887724,0.8849381114050103,0.9194566779835072,0.003774087698685813,0.0939818576049698,0
1,20,0.0,0.8948590779615105,,0.0,0.0939818576049698,1
1,21,0.06902019616694062,0.8948590779615105,0.9264013545730574,0.0007971762587363207,0.09477903386370612,0
1,22,0.06311504608122011,0.8797100379121823,0.9157970265385276,0.001479171360494913,0.09625820522420103,0
1,23,0.23065112542197083,0.8822988442946795,0.9176091910062756,0.001293413535137733,0.09755161875933877,0
1,24,2.1394142312060866,0.8913954219980784,0.9239767953986548,0.028010106929463152,0.12556172568880192,0
1,25,0.89254955335895,0.8726224935279211,0.9108357454695448,-0.0020437209508706866,0.12351800473793123,0
1,26,1.3167697526501858,0.8677325264896124,0.9074127685427288,0.0011598610694814049,0.12467786580741264,0
1,27,0.06028311912075518,0.8770052331881728,0.913903663231721,-0.0001375888614777096,0.12454027694593492,0
1,28,0.9849397497545372,0.877812200463504,0.9144685403244528,0.021882681059139597,0.14642295800507452,0
1,29,1.5941626740935957,0.8872839080205982,0.9210987356144187,-0.003945515731133664,0.14247744227394085,0
1,30,2.0668896352234953,0.8730268839891382,0.9111188187923968,0.003999778598001047,0.1464772208719419,0
1,31,0.2776574229065565,0.8813278559066304,0.9169294991346413,0.005661024710003737,0.15213824558194564,0
1,32,0.015291847906134644,0.8915647644181884,0.9240953350927319,-8.686319988075036e-05,0.1520513823820649,0
1,33,0.5135266927394503,0.8730318007702639,0.9111222605391847,0.0020486945043476368,0.15410007688641253,0
1,34,0.41089924871153155,0.8723917474577878,0.9106742232204514,0.0018578113562076615,0.1559578882426202,0
1,35,0.35900017723572586,0.8835388343271815,0.9184771840290269,0.004070139611953072,0.16002802785457326,0
1,36,0.4311122456092421,0.8852936076737549,0.9197055253716284,-0.008491066063667452,0.1515369617909058,0
1,37,0.0444718769470093,0.8459908037677664,0.8921935626374364,-0.0007833534775487164,0.1507536083133571,0
1,38,0.47938063839845046,0.7847598164964742,0.849331871547532,0.00014069453069665006,0.15089430284405375,0
1,39,0.0,0.8107984706808364,,0.0,0.15089430284405375,1
1,40,0.6224367165119766,0.8107984706808364,0.8675589294765855,-0.0010898083998736041,0.14980449444418015,0
1,41,0.0,0.7837900575299743,,0.0,0.14980449444418015,1
1,42,2.5383582383154795,0.7837900575299743,0.8486530402709819,0.06887079752397218,0.21867529196815233,0
1,43,0.18091513610464924,0.8048184122939581,0.8633728886057705,0.004557115819776858,0.2232324077879292,0
1,44,0.0,0.8273998478084464,,0.0,0.2232324077879292,1
1,45,0.32624648552145624,0.8273998478084464,0.8791798934659125,0.005904983802339725,0.2291373915902689,0
1,46,0.42456534491038794,0.8482063343301787,0.8937444340311249,0.005848031188953773,0.23498542277922269,0
1,47,0.0,0.8512520446519755,,0.0,0.23498542277922269,1
1,48,3.1976614899328863,0.8512520446519755,0.8958764312563827,0.0027664058665850533,0.23775182864580774,0
1,49,0.8770526948453845,0.8676220154618612,0.9073354108233027,0.0008693499745192623,0.238621178620327,0
2,0,0.1689118737140726,1.0,1.0,-0.0009303566385810147,-0.0009303566385810147,0
2,1,1.0632398811769257,0.9649157091661206,0.9754409964162845,-0.0071347313628371545,-0.00806508800141817,0
2,2,0.7896931970822068,0.9422223461483112,0.9595556423038178,0.00023328746065498507,-0.007831800540763184,0
2,3,0.0,0.9303192429477753,,0.0,-0.007831800540763184,1
2,4,0.6074199259674146,0.9303192429477753,0.9512234700634427,0.0004854894692168932,-0.007346311071546291,0
2,5,0.0,0.9195273792404657,,0.0,-0.007346311071546291,1
2,6,0.0,0.9195273792404657,,0.0,-0.007346311071546291,1
2,7,0.07037311819354612,0.9195273792404657,0.943669165468326,-0.0006432654715795294,-0.00798957654312582,0
2,8,1.6864636470406555,0.8745308119207023,0.9121715683444915,-0.0005060278529640527,-0.008495604396089873,0
2,9,1.6674077520338024,0.851219813610253,0.8958538695271772,0.0020251009247218565,-0.0064705034713680165,0
2,10,0.2505658453326842,0.8448644529103561,0.8914051170372492,-0.017667062140194534,-0.02413756561156255,0
2,11,0.0,0.7490793857433411,,0.0,-0.02413756561156255,1
2,12,1.334231741372007,0.7490793857433411,0.8243555700203385,-0.0003077722284490214,-0.02444533784001157,0
2,13,2.5259245887213653,0.7577048883966914,0.830393421877684,0.015409308009681322,-0.00903602983033025,0
2,14,0.5571814881502503,0.782364952488883,0.8476554667422181,-0.007259989361044772,-0.016296019191375022,0
2,15,0.3462374595540401,0.7826978600392089,0.8478885020274461,-0.000640219502873296,-0.016936238694248318,0
2,16,0.7659471120350654,0.7967848646870308,0.8577494052809216,0.003927345463387688,-0.01300889323086063,0
2,17,0.19420357541980127,0.8118567024710892,0.8682996917297623,0.000489725881193781,-0.012519167349666849,0
2,18,1.0779266246401853,0.82601081155206,0.8782075680864421,0.0015087458820481903,-0.011010421467618658,0
2,19,0.20284231311579093,0.8287364943785553,0.8801155460649888,-0.0006079980645786465,-0.011618419532197305,0
2,20,0.8155149533211733,0.8368936891837739,0.8858255824286416,0.003107184450620637,-0.008511235081576668,0
2,21,0.6794363682163342,0.8395467173155774,0.8876827021209043,-0.0019693231543135292,-0.010480558235890197,0
2,22,1.328650558062601,0.8150292623220228,0.8705204836254159,-0.006068768157061477,-0.016549326392951674,0
2,23,1.2823019832447988,0.7901786314716229,0.853125042030136,0.001214621563111029,-0.015334704829840645,0
2,24,1.4091862745909585,0.8092781499874564,0.8664947049912196,-0.02726102678306974,-0.04259573161291039,0
2,25,1.6803652815278174,0.763331781396482,0.8343322469775374,0.0020437209508707976,-0.04055201066203959,0
2,26,0.31369743597893496,0.7843306210555416,0.849031434738879,-0.0011598610694812383,-0.04171187173152083,0
2,27,0.8607631755367727,0.802250688037416,0.8615754816261911,0.0017996917636210474,-0.03991217996789978,0
2,28,1.204434623942371,0.823648784520524,0.8765541491643667,-0.013745348322904194,-0.053657528290803974,0
2,29,0.7807209792544568,0.7947740313825467,0.8563418219677825,0.0034788615349494734,-0.0501786667558545,0
2,30,0.11260930375765059,0.809225750421548,0.8664580252950835,-0.0006652066038348031,-0.050843873359689304,0
2,31,2.7044508971018173,0.8179487186636268,0.8725641030645388,-0.01884122876030192,-0.06968510211999122,0
2,32,1.8226053844197692,0.8003805235716902,0.8602663665001831,0.0019978614702635955,-0.06768724064972763,0
2,33,0.0,0.8104956990039572,,0.0,-0.06768724064972763,1
2,34,0.0,0.8104956990039572,,0.0,-0.06768724064972763,1
2,35,0.3976455669510476,0.8104956990039572,0.8673469893027701,-0.005900921255311109,-0.07358816190503874,0
2,36,0.0,0.789121310223118,,0.0,-0.07358816190503874,1
2,37,1.3346584485482993,0.789121310223118,0.8523849171561826,-0.0038809204370924277,-0.07746908234213117,0
2,38,0.0,0.7618539715779589,,0.0,-0.07746908234213117,1
2,39,0.0,0.7618539715779589,,0.0,-0.07746908234213117,1
2,40,0.3574823014898947,0.7618539715779589,0.8332977801045711,0.00851386159754558,-0.06895522074458559,0
2,41,1.653269900537636,0.7797396373976928,0.8458177461783849,0.003207421873900662,-0.06574779887068492,0
2,42,0.0,0.7550951959312099,,0.0,-0.06574779887068492,1
2,43,0.0,0.7550951959312099,,0.0,-0.06574779887068492,1
2,44,0.8908598742060686,0.7550951959312099,0.828566637151847,0.0094212881028094,-0.05632651076787552,0
2,45,1.2403488632901212,0.7703047348369212,0.8392133143858446,0.010767956072289975,-0.04555855469558555,0
2,46,0.2365624425458903,0.7877648149977092,0.8514353704983963,0.004022000118648644,-0.041536554576936904,0
2,47,0.0,0.8068447959250371,,0.0,-0.041536554576936904,1
2,48,0.31635342144947876,0.8068447959250371,0.8647913571475259,-0.0027664058665846647,-0.04430296044352157,0
2,49,0.0,0.8171849568105913,,0.0,-0.04430296044352157,1
