t,method,crps
1614,uniform,0.016889
1614,raja_history_free,0.016556
1614,vitali_ogd_per_quantile,0.014192
1614,mechanism,0.016141
1615,uniform,0.016867
1615,raja_history_free,0.016537
1615,vitali_ogd_per_quantile,0.014202
1615,mechanism,0.016124
1616,uniform,0.017466
1616,raja_history_free,0.017144
1616,vitali_ogd_per_quantile,0.014913
1616,mechanism,0.016731
1617,uniform,0.017436
1617,raja_history_free,0.017122
1617,vitali_ogd_per_quantile,0.014962
1617,mechanism,0.016719
1618,uniform,0.017451
1618,raja_history_free,0.017134
1618,vitali_ogd_per_quantile,0.014892
1618,mechanism,0.016732
1619,uniform,0.017472
1619,raja_history_free,0.017154
1619,vitali_ogd_per_quantile,0.014884
1619,mechanism,0.016751
1620,uniform,0.017364
1620,raja_history_free,0.017048
1620,vitali_ogd_per_quantile,0.014774
1620,mechanism,0.016643
1621,uniform,0.017141
1621,raja_history_free,0.016836
1621,vitali_ogd_per_quantile,0.01468
1621,mechanism,0.016427
1622,uniform,0.01717
1622,raja_history_free,0.016873
1622,vitali_ogd_per_quantile,0.014802
1622,mechanism,0.016475
1623,uniform,0.016899
1623,raja_history_free,0.016616
1623,vitali_ogd_per_quantile,0.014788
1623,mechanism,0.016238
1624,uniform,0.016222
1624,raja_history_free,0.015959
1624,vitali_ogd_per_quantile,0.014363
1624,mechanism,0.015622
1625,uniform,0.015515
1625,raja_history_free,0.015279
1625,vitali_ogd_per_quantile,0.014081
1625,mechanism,0.015055
1626,uniform,0.015427
1626,raja_history_free,0.015212
1626,vitali_ogd_per_quantile,0.014042
1626,mechanism,0.015066
1627,uniform,0.015405
1627,raja_history_free,0.015196
1627,vitali_ogd_per_quantile,0.014024
1627,mechanism,0.015079
1628,uniform,0.015482
1628,raja_history_free,0.01527
1628,vitali_ogd_per_quantile,0.013978
1628,mechanism,0.015146
1629,uniform,0.015677
1629,raja_history_free,0.015462
1629,vitali_ogd_per_quantile,0.014064
1629,mechanism,0.015341
1630,uniform,0.015786
1630,raja_history_free,0.015572
1630,vitali_ogd_per_quantile,0.0141
1630,mechanism,0.015439
1631,uniform,0.015738
1631,raja_history_free,0.015529
1631,vitali_ogd_per_quantile,0.014069
1631,mechanism,0.015384
1632,uniform,0.015747
1632,raja_history_free,0.015531
1632,vitali_ogd_per_quantile,0.013942
1632,mechanism,0.01538
1633,uniform,0.015915
1633,raja_history_free,0.015693
1633,vitali_ogd_per_quantile,0.013995
1633,mechanism,0.015528
1634,uniform,0.015823
1634,raja_history_free,0.015601
1634,vitali_ogd_per_quantile,0.01396
1634,mechanism,0.015442
1635,uniform,0.015775
1635,raja_history_free,0.015557
1635,vitali_ogd_per_quantile,0.013946
1635,mechanism,0.015393
1636,uniform,0.015562
1636,raja_history_free,0.01535
1636,vitali_ogd_per_quantile,0.013789
1636,mechanism,0.015182
1637,uniform,0.015569
1637,raja_history_free,0.015361
1637,vitali_ogd_per_quantile,0.013774
1637,mechanism,0.015194
1638,uniform,0.015722
1638,raja_history_free,0.015518
1638,vitali_ogd_per_quantile,0.013878
1638,mechanism,0.015348
1639,uniform,0.015718
1639,raja_history_free,0.015517
1639,vitali_ogd_per_quantile,0.013874
1639,mechanism,0.015344
1640,uniform,0.01564
1640,raja_history_free,0.015432
1640,vitali_ogd_per_quantile,0.013753
1640,mechanism,0.015261
1641,uniform,0.015487
1641,raja_history_free,0.015281
1641,vitali_ogd_per_quantile,0.013535
1641,mechanism,0.015107
1642,uniform,0.015521
1642,raja_history_free,0.015319
1642,vitali_ogd_per_quantile,0.013572
1642,mechanism,0.015141
1643,uniform,0.015494
1643,raja_history_free,0.015292
1643,vitali_ogd_per_quantile,0.013552
1643,mechanism,0.015114
1644,uniform,0.015397
1644,raja_history_free,0.015196
1644,vitali_ogd_per_quantile,0.013445
1644,mechanism,0.015018
1645,uniform,0.015789
1645,raja_history_free,0.015594
1645,vitali_ogd_per_quantile,0.01396
1645,mechanism,0.015408
1646,uniform,0.015901
1646,raja_history_free,0.015708
1646,vitali_ogd_per_quantile,0.013984
1646,mechanism,0.015538
1647,uniform,0.016008
1647,raja_history_free,0.015817
1647,vitali_ogd_per_quantile,0.014001
1647,mechanism,0.015642
1648,uniform,0.016845
1648,raja_history_free,0.016654
1648,vitali_ogd_per_quantile,0.014656
1648,mechanism,0.016452
1649,uniform,0.016908
1649,raja_history_free,0.016723
1649,vitali_ogd_per_quantile,0.014657
1649,mechanism,0.016457
1650,uniform,0.01688
1650,raja_history_free,0.016697
1650,vitali_ogd_per_quantile,0.014662
1650,mechanism,0.016433
1651,uniform,0.016847
1651,raja_history_free,0.016667
1651,vitali_ogd_per_quantile,0.01466
1651,mechanism,0.016403
1652,uniform,0.017172
1652,raja_history_free,0.016988
1652,vitali_ogd_per_quantile,0.014935
1652,mechanism,0.016725
1653,uniform,0.017355
1653,raja_history_free,0.017168
1653,vitali_ogd_per_quantile,0.014941
1653,mechanism,0.016906
1654,uniform,0.017431
1654,raja_history_free,0.017241
1654,vitali_ogd_per_quantile,0.014931
1654,mechanism,0.016966
1655,uniform,0.017314
1655,raja_history_free,0.01713
1655,vitali_ogd_per_quantile,0.014927
1655,mechanism,0.016856
1656,uniform,0.017891
1656,raja_history_free,0.017703
1656,vitali_ogd_per_quantile,0.015418
1656,mechanism,0.017428
1657,uniform,0.017886
1657,raja_history_free,0.0177
1657,vitali_ogd_per_quantile,0.01562
1657,mechanism,0.017429
1658,uniform,0.017988
1658,raja_history_free,0.017797
1658,vitali_ogd_per_quantile,0.015613
1658,mechanism,0.017532
1659,uniform,0.017959
1659,raja_history_free,0.017765
1659,vitali_ogd_per_quantile,0.015581
1659,mechanism,0.017497
1660,uniform,0.018826
1660,raja_history_free,0.018636
1660,vitali_ogd_per_quantile,0.016552
1660,mechanism,0.018372
1661,uniform,0.018828
1661,raja_history_free,0.018638
1661,vitali_ogd_per_quantile,0.016727
1661,mechanism,0.01837
1662,uniform,0.019014
1662,raja_history_free,0.018825
1662,vitali_ogd_per_quantile,0.016943
1662,mechanism,0.018548
1663,uniform,0.018907
1663,raja_history_free,0.018722
1663,vitali_ogd_per_quantile,0.017006
1663,mechanism,0.018436
1664,uniform,0.018992
1664,raja_history_free,0.018806
1664,vitali_ogd_per_quantile,0.017071
1664,mechanism,0.018519
1665,uniform,0.018783
1665,raja_history_free,0.018599
1665,vitali_ogd_per_quantile,0.016872
1665,mechanism,0.018313
1666,uniform,0.0187
1666,raja_history_free,0.018521
1666,vitali_ogd_per_quantile,0.016854
1666,mechanism,0.018235
1667,uniform,0.018893
1667,raja_history_free,0.01872
1667,vitali_ogd_per_quantile,0.017184
1667,mechanism,0.01844
1668,uniform,0.018964
1668,raja_history_free,0.01879
1668,vitali_ogd_per_quantile,0.017165
1668,mechanism,0.018514
1669,uniform,0.018659
1669,raja_history_free,0.018476
1669,vitali_ogd_per_quantile,0.016744
1669,mechanism,0.0182
1670,uniform,0.018716
1670,raja_history_free,0.018534
1670,vitali_ogd_per_quantile,0.016776
1670,mechanism,0.018257
1671,uniform,0.019627
1671,raja_history_free,0.019446
1671,vitali_ogd_per_quantile,0.017646
1671,mechanism,0.019169
1672,uniform,0.019811
1672,raja_history_free,0.019639
1672,vitali_ogd_per_quantile,0.017567
1672,mechanism,0.019338
1673,uniform,0.019779
1673,raja_history_free,0.019609
1673,vitali_ogd_per_quantile,0.017645
1673,mechanism,0.019299
1674,uniform,0.019373
1674,raja_history_free,0.019207
1674,vitali_ogd_per_quantile,0.017269
1674,mechanism,0.018888
1675,uniform,0.01943
1675,raja_history_free,0.01927
1675,vitali_ogd_per_quantile,0.017323
1675,mechanism,0.018948
1676,uniform,0.019815
1676,raja_history_free,0.019662
1676,vitali_ogd_per_quantile,0.017984
1676,mechanism,0.019399
1677,uniform,0.019699
1677,raja_history_free,0.019554
1677,vitali_ogd_per_quantile,0.017958
1677,mechanism,0.019311
1678,uniform,0.019564
1678,raja_history_free,0.01943
1678,vitali_ogd_per_quantile,0.017934
1678,mechanism,0.019233
1679,uniform,0.01964
1679,raja_history_free,0.019508
1679,vitali_ogd_per_quantile,0.017951
1679,mechanism,0.019329
1680,uniform,0.019638
1680,raja_history_free,0.019513
1680,vitali_ogd_per_quantile,0.017954
1680,mechanism,0.019349
1681,uniform,0.019736
1681,raja_history_free,0.019611
1681,vitali_ogd_per_quantile,0.018006
1681,mechanism,0.019448
1682,uniform,0.019682
1682,raja_history_free,0.019564
1682,vitali_ogd_per_quantile,0.018011
1682,mechanism,0.019406
1683,uniform,0.019547
1683,raja_history_free,0.019437
1683,vitali_ogd_per_quantile,0.018
1683,mechanism,0.019293
1684,uniform,0.019575
1684,raja_history_free,0.019467
1684,vitali_ogd_per_quantile,0.018041
1684,mechanism,0.019332
1685,uniform,0.019563
1685,raja_history_free,0.019461
1685,vitali_ogd_per_quantile,0.018047
1685,mechanism,0.019335
1686,uniform,0.019648
1686,raja_history_free,0.019548
1686,vitali_ogd_per_quantile,0.01807
1686,mechanism,0.019421
1687,uniform,0.019847
1687,raja_history_free,0.019747
1687,vitali_ogd_per_quantile,0.018173
1687,mechanism,0.019602
1688,uniform,0.019924
1688,raja_history_free,0.019825
1688,vitali_ogd_per_quantile,0.018168
1688,mechanism,0.019656
1689,uniform,0.019937
1689,raja_history_free,0.019837
1689,vitali_ogd_per_quantile,0.018159
1689,mechanism,0.019658
1690,uniform,0.019949
1690,raja_history_free,0.01985
1690,vitali_ogd_per_quantile,0.018161
1690,mechanism,0.019665
1691,uniform,0.020105
1691,raja_history_free,0.020006
1691,vitali_ogd_per_quantile,0.018256
1691,mechanism,0.019808
1692,uniform,0.020044
1692,raja_history_free,0.01995
1692,vitali_ogd_per_quantile,0.018376
1692,mechanism,0.019771
1693,uniform,0.019974
1693,raja_history_free,0.019884
1693,vitali_ogd_per_quantile,0.01836
1693,mechanism,0.019707
1694,uniform,0.019946
1694,raja_history_free,0.019858
1694,vitali_ogd_per_quantile,0.018375
1694,mechanism,0.019683
1695,uniform,0.020101
1695,raja_history_free,0.020015
1695,vitali_ogd_per_quantile,0.018533
1695,mechanism,0.019841
1696,uniform,0.020407
1696,raja_history_free,0.020321
1696,vitali_ogd_per_quantile,0.018711
1696,mechanism,0.020143
1697,uniform,0.020412
1697,raja_history_free,0.020325
1697,vitali_ogd_per_quantile,0.018647
1697,mechanism,0.020137
1698,uniform,0.020483
1698,raja_history_free,0.020394
1698,vitali_ogd_per_quantile,0.018614
1698,mechanism,0.020192
1699,uniform,0.020449
1699,raja_history_free,0.020362
1699,vitali_ogd_per_quantile,0.018615
1699,mechanism,0.020165
1700,uniform,0.020629
1700,raja_history_free,0.020544
1700,vitali_ogd_per_quantile,0.018829
1700,mechanism,0.020344
1701,uniform,0.020732
1701,raja_history_free,0.020649
1701,vitali_ogd_per_quantile,0.018861
1701,mechanism,0.020446
1702,uniform,0.020815
1702,raja_history_free,0.020733
1702,vitali_ogd_per_quantile,0.018879
1702,mechanism,0.020515
1703,uniform,0.020899
1703,raja_history_free,0.020818
1703,vitali_ogd_per_quantile,0.018895
1703,mechanism,0.02058
1704,uniform,0.020966
1704,raja_history_free,0.020888
1704,vitali_ogd_per_quantile,0.019172
1704,mechanism,0.020675
1705,uniform,0.02098
1705,raja_history_free,0.020906
1705,vitali_ogd_per_quantile,0.01922
1705,mechanism,0.020692
1706,uniform,0.021042
1706,raja_history_free,0.020971
1706,vitali_ogd_per_quantile,0.019265
1706,mechanism,0.020759
1707,uniform,0.021112
1707,raja_history_free,0.021043
1707,vitali_ogd_per_quantile,0.019264
1707,mechanism,0.020822
1708,uniform,0.0211
1708,raja_history_free,0.021034
1708,vitali_ogd_per_quantile,0.019368
1708,mechanism,0.020818
1709,uniform,0.021079
1709,raja_history_free,0.021013
1709,vitali_ogd_per_quantile,0.019297
1709,mechanism,0.020797
1710,uniform,0.021054
1710,raja_history_free,0.020986
1710,vitali_ogd_per_quantile,0.01928
1710,mechanism,0.020771
1711,uniform,0.021041
1711,raja_history_free,0.020975
1711,vitali_ogd_per_quantile,0.019304
1711,mechanism,0.020759
1712,uniform,0.020944
1712,raja_history_free,0.020878
1712,vitali_ogd_per_quantile,0.019164
1712,mechanism,0.020662
1713,uniform,0.020951
1713,raja_history_free,0.020886
1713,vitali_ogd_per_quantile,0.019176
1713,mechanism,0.020667
1714,uniform,0.020896
1714,raja_history_free,0.02083
1714,vitali_ogd_per_quantile,0.019088
1714,mechanism,0.020613
1715,uniform,0.020889
1715,raja_history_free,0.020824
1715,vitali_ogd_per_quantile,0.019092
1715,mechanism,0.020606
1716,uniform,0.020134
1716,raja_history_free,0.020068
1716,vitali_ogd_per_quantile,0.018289
1716,mechanism,0.01985
1717,uniform,0.020582
1717,raja_history_free,0.020518
1717,vitali_ogd_per_quantile,0.018804
1717,mechanism,0.020296
1718,uniform,0.02076
1718,raja_history_free,0.020698
1718,vitali_ogd_per_quantile,0.018879
1718,mechanism,0.020485
1719,uniform,0.020746
1719,raja_history_free,0.020687
1719,vitali_ogd_per_quantile,0.018916
1719,mechanism,0.020469
1720,uniform,0.020734
1720,raja_history_free,0.020676
1720,vitali_ogd_per_quantile,0.018945
1720,mechanism,0.02046
1721,uniform,0.020747
1721,raja_history_free,0.020689
1721,vitali_ogd_per_quantile,0.018955
1721,mechanism,0.020472
1722,uniform,0.020634
1722,raja_history_free,0.020577
1722,vitali_ogd_per_quantile,0.018847
1722,mechanism,0.020359
1723,uniform,0.020688
1723,raja_history_free,0.020631
1723,vitali_ogd_per_quantile,0.018792
1723,mechanism,0.020412
1724,uniform,0.020695
1724,raja_history_free,0.020637
1724,vitali_ogd_per_quantile,0.01886
1724,mechanism,0.020421
1725,uniform,0.020713
1725,raja_history_free,0.020657
1725,vitali_ogd_per_quantile,0.018877
1725,mechanism,0.020439
1726,uniform,0.020722
1726,raja_history_free,0.020665
1726,vitali_ogd_per_quantile,0.018893
1726,mechanism,0.020447
1727,uniform,0.020722
1727,raja_history_free,0.020666
1727,vitali_ogd_per_quantile,0.018894
1727,mechanism,0.020448
1728,uniform,0.021428
1728,raja_history_free,0.021374
1728,vitali_ogd_per_quantile,0.019664
1728,mechanism,0.021155
1729,uniform,0.021266
1729,raja_history_free,0.02122
1729,vitali_ogd_per_quantile,0.019564
1729,mechanism,0.021
1730,uniform,0.021358
1730,raja_history_free,0.021318
1730,vitali_ogd_per_quantile,0.019648
1730,mechanism,0.02109
1731,uniform,0.021359
1731,raja_history_free,0.021322
1731,vitali_ogd_per_quantile,0.019673
1731,mechanism,0.021089
1732,uniform,0.021451
1732,raja_history_free,0.021416
1732,vitali_ogd_per_quantile,0.019737
1732,mechanism,0.021176
1733,uniform,0.021267
1733,raja_history_free,0.021235
1733,vitali_ogd_per_quantile,0.01978
1733,mechanism,0.021023
1734,uniform,0.021281
1734,raja_history_free,0.021249
1734,vitali_ogd_per_quantile,0.019684
1734,mechanism,0.02103
1735,uniform,0.021285
1735,raja_history_free,0.021253
1735,vitali_ogd_per_quantile,0.01969
1735,mechanism,0.021033
1736,uniform,0.0213
1736,raja_history_free,0.021269
1736,vitali_ogd_per_quantile,0.019723
1736,mechanism,0.021048
1737,uniform,0.02131
1737,raja_history_free,0.02128
1737,vitali_ogd_per_quantile,0.019747
1737,mechanism,0.021059
1738,uniform,0.021144
1738,raja_history_free,0.021116
1738,vitali_ogd_per_quantile,0.019711
1738,mechanism,0.020898
1739,uniform,0.021148
1739,raja_history_free,0.021122
1739,vitali_ogd_per_quantile,0.019705
1739,mechanism,0.020907
1740,uniform,0.021166
1740,raja_history_free,0.021139
1740,vitali_ogd_per_quantile,0.019721
1740,mechanism,0.020924
1741,uniform,0.021177
1741,raja_history_free,0.02115
1741,vitali_ogd_per_quantile,0.019731
1741,mechanism,0.020935
1742,uniform,0.021156
1742,raja_history_free,0.02113
1742,vitali_ogd_per_quantile,0.019694
1742,mechanism,0.020914
1743,uniform,0.021187
1743,raja_history_free,0.021161
1743,vitali_ogd_per_quantile,0.019744
1743,mechanism,0.020946
1744,uniform,0.021104
1744,raja_history_free,0.021077
1744,vitali_ogd_per_quantile,0.019635
1744,mechanism,0.020862
1745,uniform,0.020704
1745,raja_history_free,0.020674
1745,vitali_ogd_per_quantile,0.019115
1745,mechanism,0.020465
1746,uniform,0.020582
1746,raja_history_free,0.020553
1746,vitali_ogd_per_quantile,0.019095
1746,mechanism,0.020326
1747,uniform,0.02047
1747,raja_history_free,0.020445
1747,vitali_ogd_per_quantile,0.019157
1747,mechanism,0.020221
1748,uniform,0.019637
1748,raja_history_free,0.019615
1748,vitali_ogd_per_quantile,0.018567
1748,mechanism,0.019419
1749,uniform,0.01956
1749,raja_history_free,0.019539
1749,vitali_ogd_per_quantile,0.018623
1749,mechanism,0.019407
1750,uniform,0.019603
1750,raja_history_free,0.019582
1750,vitali_ogd_per_quantile,0.018666
1750,mechanism,0.019451
1751,uniform,0.019626
1751,raja_history_free,0.019605
1751,vitali_ogd_per_quantile,0.018709
1751,mechanism,0.019474
1752,uniform,0.019237
1752,raja_history_free,0.019215
1752,vitali_ogd_per_quantile,0.018289
1752,mechanism,0.019083
1753,uniform,0.019115
1753,raja_history_free,0.019097
1753,vitali_ogd_per_quantile,0.018273
1753,mechanism,0.018963
1754,uniform,0.019015
1754,raja_history_free,0.019002
1754,vitali_ogd_per_quantile,0.018337
1754,mechanism,0.018879
1755,uniform,0.019131
1755,raja_history_free,0.019117
1755,vitali_ogd_per_quantile,0.018414
1755,mechanism,0.018989
1756,uniform,0.018638
1756,raja_history_free,0.018628
1756,vitali_ogd_per_quantile,0.01803
1756,mechanism,0.018501
1757,uniform,0.018635
1757,raja_history_free,0.018623
1757,vitali_ogd_per_quantile,0.017835
1757,mechanism,0.018491
1758,uniform,0.018448
1758,raja_history_free,0.01844
1758,vitali_ogd_per_quantile,0.017736
1758,mechanism,0.018301
1759,uniform,0.018764
1759,raja_history_free,0.018757
1759,vitali_ogd_per_quantile,0.017953
1759,mechanism,0.018623
1760,uniform,0.01788
1760,raja_history_free,0.017866
1760,vitali_ogd_per_quantile,0.016873
1760,mechanism,0.017727
1761,uniform,0.017847
1761,raja_history_free,0.017833
1761,vitali_ogd_per_quantile,0.016662
1761,mechanism,0.017697
1762,uniform,0.017537
1762,raja_history_free,0.017521
1762,vitali_ogd_per_quantile,0.016296
1762,mechanism,0.017393
1763,uniform,0.017542
1763,raja_history_free,0.017526
1763,vitali_ogd_per_quantile,0.016251
1763,mechanism,0.017403
1764,uniform,0.017708
1764,raja_history_free,0.017693
1764,vitali_ogd_per_quantile,0.016423
1764,mechanism,0.017569
1765,uniform,0.017766
1765,raja_history_free,0.017749
1765,vitali_ogd_per_quantile,0.016441
1765,mechanism,0.017624
1766,uniform,0.017993
1766,raja_history_free,0.017972
1766,vitali_ogd_per_quantile,0.016577
1766,mechanism,0.017847
1767,uniform,0.01788
1767,raja_history_free,0.017852
1767,vitali_ogd_per_quantile,0.016258
1767,mechanism,0.017718
1768,uniform,0.01781
1768,raja_history_free,0.017785
1768,vitali_ogd_per_quantile,0.016329
1768,mechanism,0.017651
1769,uniform,0.017989
1769,raja_history_free,0.017959
1769,vitali_ogd_per_quantile,0.016454
1769,mechanism,0.017824
1770,uniform,0.017942
1770,raja_history_free,0.017914
1770,vitali_ogd_per_quantile,0.016493
1770,mechanism,0.017788
1771,uniform,0.016998
1771,raja_history_free,0.016969
1771,vitali_ogd_per_quantile,0.015596
1771,mechanism,0.016844
1772,uniform,0.016835
1772,raja_history_free,0.016802
1772,vitali_ogd_per_quantile,0.015825
1772,mechanism,0.016693
1773,uniform,0.017511
1773,raja_history_free,0.01748
1773,vitali_ogd_per_quantile,0.016517
1773,mechanism,0.017371
1774,uniform,0.017462
1774,raja_history_free,0.017429
1774,vitali_ogd_per_quantile,0.016525
1774,mechanism,0.017339
1775,uniform,0.017521
1775,raja_history_free,0.017484
1775,vitali_ogd_per_quantile,0.016566
1775,mechanism,0.017418
1776,uniform,0.01732
1776,raja_history_free,0.017274
1776,vitali_ogd_per_quantile,0.015973
1776,mechanism,0.017142
1777,uniform,0.017266
1777,raja_history_free,0.017215
1777,vitali_ogd_per_quantile,0.015855
1777,mechanism,0.017054
1778,uniform,0.017182
1778,raja_history_free,0.017134
1778,vitali_ogd_per_quantile,0.015898
1778,mechanism,0.016983
1779,uniform,0.017087
1779,raja_history_free,0.017038
1779,vitali_ogd_per_quantile,0.015865
1779,mechanism,0.016887
1780,uniform,0.017032
1780,raja_history_free,0.016983
1780,vitali_ogd_per_quantile,0.015853
1780,mechanism,0.016835
1781,uniform,0.016897
1781,raja_history_free,0.016851
1781,vitali_ogd_per_quantile,0.015829
1781,mechanism,0.016711
1782,uniform,0.017032
1782,raja_history_free,0.016986
1782,vitali_ogd_per_quantile,0.015919
1782,mechanism,0.016853
1783,uniform,0.017044
1783,raja_history_free,0.016996
1783,vitali_ogd_per_quantile,0.0159
1783,mechanism,0.01686
1784,uniform,0.017116
1784,raja_history_free,0.017066
1784,vitali_ogd_per_quantile,0.015923
1784,mechanism,0.016926
1785,uniform,0.017055
1785,raja_history_free,0.017005
1785,vitali_ogd_per_quantile,0.015913
1785,mechanism,0.016864
1786,uniform,0.017184
1786,raja_history_free,0.017131
1786,vitali_ogd_per_quantile,0.016032
1786,mechanism,0.016991
1787,uniform,0.017036
1787,raja_history_free,0.01698
1787,vitali_ogd_per_quantile,0.015932
1787,mechanism,0.016845
1788,uniform,0.016987
1788,raja_history_free,0.016932
1788,vitali_ogd_per_quantile,0.015933
1788,mechanism,0.016816
1789,uniform,0.016962
1789,raja_history_free,0.016908
1789,vitali_ogd_per_quantile,0.015947
1789,mechanism,0.016797
1790,uniform,0.016942
1790,raja_history_free,0.016887
1790,vitali_ogd_per_quantile,0.015954
1790,mechanism,0.016781
1791,uniform,0.016784
1791,raja_history_free,0.01673
1791,vitali_ogd_per_quantile,0.015868
1791,mechanism,0.016636
1792,uniform,0.016766
1792,raja_history_free,0.01671
1792,vitali_ogd_per_quantile,0.015698
1792,mechanism,0.016595
1793,uniform,0.016772
1793,raja_history_free,0.016716
1793,vitali_ogd_per_quantile,0.015697
1793,mechanism,0.016601
1794,uniform,0.016818
1794,raja_history_free,0.016761
1794,vitali_ogd_per_quantile,0.015709
1794,mechanism,0.016646
1795,uniform,0.016658
1795,raja_history_free,0.016603
1795,vitali_ogd_per_quantile,0.015631
1795,mechanism,0.016487
1796,uniform,0.016437
1796,raja_history_free,0.016384
1796,vitali_ogd_per_quantile,0.015573
1796,mechanism,0.016274
1797,uniform,0.016447
1797,raja_history_free,0.016393
1797,vitali_ogd_per_quantile,0.015571
1797,mechanism,0.016295
1798,uniform,0.016334
1798,raja_history_free,0.016283
1798,vitali_ogd_per_quantile,0.015567
1798,mechanism,0.016198
1799,uniform,0.016377
1799,raja_history_free,0.016324
1799,vitali_ogd_per_quantile,0.015546
1799,mechanism,0.016234
1800,uniform,0.016207
1800,raja_history_free,0.016155
1800,vitali_ogd_per_quantile,0.015354
1800,mechanism,0.016065
1801,uniform,0.01603
1801,raja_history_free,0.015978
1801,vitali_ogd_per_quantile,0.015283
1801,mechanism,0.01589
1802,uniform,0.015921
1802,raja_history_free,0.015869
1802,vitali_ogd_per_quantile,0.015269
1802,mechanism,0.015796
1803,uniform,0.015809
1803,raja_history_free,0.015759
1803,vitali_ogd_per_quantile,0.015248
1803,mechanism,0.015706
1804,uniform,0.015771
1804,raja_history_free,0.015719
1804,vitali_ogd_per_quantile,0.015018
1804,mechanism,0.015641
1805,uniform,0.015735
1805,raja_history_free,0.015683
1805,vitali_ogd_per_quantile,0.01498
1805,mechanism,0.015605
1806,uniform,0.015661
1806,raja_history_free,0.015607
1806,vitali_ogd_per_quantile,0.014947
1806,mechanism,0.01553
1807,uniform,0.015651
1807,raja_history_free,0.015596
1807,vitali_ogd_per_quantile,0.014958
1807,mechanism,0.015528
1808,uniform,0.015807
1808,raja_history_free,0.015748
1808,vitali_ogd_per_quantile,0.014938
1808,mechanism,0.015669
1809,uniform,0.016367
1809,raja_history_free,0.016301
1809,vitali_ogd_per_quantile,0.015301
1809,mechanism,0.016203
1810,uniform,0.016594
1810,raja_history_free,0.016519
1810,vitali_ogd_per_quantile,0.015271
1810,mechanism,0.016349
1811,uniform,0.016638
1811,raja_history_free,0.01657
1811,vitali_ogd_per_quantile,0.015538
1811,mechanism,0.016462
1812,uniform,0.016595
1812,raja_history_free,0.016528
1812,vitali_ogd_per_quantile,0.015495
1812,mechanism,0.01642
1813,uniform,0.01659
1813,raja_history_free,0.016522
1813,vitali_ogd_per_quantile,0.015472
1813,mechanism,0.016415
1814,uniform,0.016837
1814,raja_history_free,0.016765
1814,vitali_ogd_per_quantile,0.015664
1814,mechanism,0.016663
1815,uniform,0.016886
1815,raja_history_free,0.016809
1815,vitali_ogd_per_quantile,0.015658
1815,mechanism,0.016704
1816,uniform,0.016874
1816,raja_history_free,0.016796
1816,vitali_ogd_per_quantile,0.015621
1816,mechanism,0.016687
1817,uniform,0.016492
1817,raja_history_free,0.016409
1817,vitali_ogd_per_quantile,0.015091
1817,mechanism,0.016295
1818,uniform,0.016631
1818,raja_history_free,0.016541
1818,vitali_ogd_per_quantile,0.015227
1818,mechanism,0.016405
1819,uniform,0.016651
1819,raja_history_free,0.016558
1819,vitali_ogd_per_quantile,0.015219
1819,mechanism,0.016417
1820,uniform,0.016662
1820,raja_history_free,0.016571
1820,vitali_ogd_per_quantile,0.015259
1820,mechanism,0.016432
1821,uniform,0.016748
1821,raja_history_free,0.016654
1821,vitali_ogd_per_quantile,0.015299
1821,mechanism,0.016514
1822,uniform,0.017073
1822,raja_history_free,0.016971
1822,vitali_ogd_per_quantile,0.015485
1822,mechanism,0.016827
1823,uniform,0.017062
1823,raja_history_free,0.016953
1823,vitali_ogd_per_quantile,0.015426
1823,mechanism,0.016784
1824,uniform,0.01701
1824,raja_history_free,0.016898
1824,vitali_ogd_per_quantile,0.015263
1824,mechanism,0.01672
1825,uniform,0.017016
1825,raja_history_free,0.016902
1825,vitali_ogd_per_quantile,0.015248
1825,mechanism,0.016716
1826,uniform,0.017025
1826,raja_history_free,0.016908
1826,vitali_ogd_per_quantile,0.015218
1826,mechanism,0.016719
1827,uniform,0.017175
1827,raja_history_free,0.017054
1827,vitali_ogd_per_quantile,0.015301
1827,mechanism,0.016859
1828,uniform,0.016455
1828,raja_history_free,0.016327
1828,vitali_ogd_per_quantile,0.014454
1828,mechanism,0.016116
1829,uniform,0.016433
1829,raja_history_free,0.016296
1829,vitali_ogd_per_quantile,0.014432
1829,mechanism,0.016079
1830,uniform,0.016374
1830,raja_history_free,0.016228
1830,vitali_ogd_per_quantile,0.014398
1830,mechanism,0.016016
1831,uniform,0.016466
1831,raja_history_free,0.016312
1831,vitali_ogd_per_quantile,0.014403
1831,mechanism,0.016092
1832,uniform,0.016353
1832,raja_history_free,0.016196
1832,vitali_ogd_per_quantile,0.014332
1832,mechanism,0.01598
1833,uniform,0.016428
1833,raja_history_free,0.016265
1833,vitali_ogd_per_quantile,0.014212
1833,mechanism,0.016025
1834,uniform,0.016693
1834,raja_history_free,0.016519
1834,vitali_ogd_per_quantile,0.014291
1834,mechanism,0.016256
1835,uniform,0.016711
1835,raja_history_free,0.01654
1835,vitali_ogd_per_quantile,0.014428
1835,mechanism,0.016287
1836,uniform,0.016723
1836,raja_history_free,0.016549
1836,vitali_ogd_per_quantile,0.014406
1836,mechanism,0.016296
1837,uniform,0.016905
1837,raja_history_free,0.016722
1837,vitali_ogd_per_quantile,0.014491
1837,mechanism,0.016467
1838,uniform,0.017224
1838,raja_history_free,0.01703
1838,vitali_ogd_per_quantile,0.014559
1838,mechanism,0.016753
1839,uniform,0.017546
1839,raja_history_free,0.017336
