t,method,crps
3158,vitali_ogd_per_quantile,0.012828
3158,mechanism,0.014424
3159,uniform,0.014775
3159,raja_history_free,0.014703
3159,vitali_ogd_per_quantile,0.012926
3159,mechanism,0.014418
3160,uniform,0.014876
3160,raja_history_free,0.014806
3160,vitali_ogd_per_quantile,0.013004
3160,mechanism,0.014522
3161,uniform,0.014882
3161,raja_history_free,0.014813
3161,vitali_ogd_per_quantile,0.013043
3161,mechanism,0.014527
3162,uniform,0.01487
3162,raja_history_free,0.014801
3162,vitali_ogd_per_quantile,0.013057
3162,mechanism,0.014516
3163,uniform,0.014869
3163,raja_history_free,0.0148
3163,vitali_ogd_per_quantile,0.013054
3163,mechanism,0.014515
3164,uniform,0.014816
3164,raja_history_free,0.014747
3164,vitali_ogd_per_quantile,0.013026
3164,mechanism,0.014463
3165,uniform,0.01484
3165,raja_history_free,0.014774
3165,vitali_ogd_per_quantile,0.013081
3165,mechanism,0.014492
3166,uniform,0.014911
3166,raja_history_free,0.014843
3166,vitali_ogd_per_quantile,0.01285
3166,mechanism,0.014542
3167,uniform,0.015027
3167,raja_history_free,0.014963
3167,vitali_ogd_per_quantile,0.012852
3167,mechanism,0.01462
3168,uniform,0.01524
3168,raja_history_free,0.015178
3168,vitali_ogd_per_quantile,0.012906
3168,mechanism,0.014779
3169,uniform,0.015085
3169,raja_history_free,0.015024
3169,vitali_ogd_per_quantile,0.012712
3169,mechanism,0.01459
3170,uniform,0.014976
3170,raja_history_free,0.014913
3170,vitali_ogd_per_quantile,0.012522
3170,mechanism,0.014468
3171,uniform,0.014955
3171,raja_history_free,0.014892
3171,vitali_ogd_per_quantile,0.012525
3171,mechanism,0.014457
3172,uniform,0.015263
3172,raja_history_free,0.015206
3172,vitali_ogd_per_quantile,0.012801
3172,mechanism,0.014759
3173,uniform,0.01551
3173,raja_history_free,0.015458
3173,vitali_ogd_per_quantile,0.012923
3173,mechanism,0.014981
3174,uniform,0.015696
3174,raja_history_free,0.01565
3174,vitali_ogd_per_quantile,0.013001
3174,mechanism,0.015111
3175,uniform,0.016015
3175,raja_history_free,0.015973
3175,vitali_ogd_per_quantile,0.013165
3175,mechanism,0.01535
3176,uniform,0.016329
3176,raja_history_free,0.016291
3176,vitali_ogd_per_quantile,0.013307
3176,mechanism,0.015564
3177,uniform,0.016529
3177,raja_history_free,0.016493
3177,vitali_ogd_per_quantile,0.013373
3177,mechanism,0.015683
3178,uniform,0.016564
3178,raja_history_free,0.016528
3178,vitali_ogd_per_quantile,0.013405
3178,mechanism,0.015683
3179,uniform,0.01657
3179,raja_history_free,0.016534
3179,vitali_ogd_per_quantile,0.013436
3179,mechanism,0.015683
3180,uniform,0.016603
3180,raja_history_free,0.016567
3180,vitali_ogd_per_quantile,0.013467
3180,mechanism,0.015709
3181,uniform,0.016605
3181,raja_history_free,0.016569
3181,vitali_ogd_per_quantile,0.013496
3181,mechanism,0.015714
3182,uniform,0.016698
3182,raja_history_free,0.016663
3182,vitali_ogd_per_quantile,0.013609
3182,mechanism,0.015811
3183,uniform,0.016731
3183,raja_history_free,0.016695
3183,vitali_ogd_per_quantile,0.013687
3183,mechanism,0.015845
3184,uniform,0.016919
3184,raja_history_free,0.016885
3184,vitali_ogd_per_quantile,0.013881
3184,mechanism,0.016034
3185,uniform,0.017016
3185,raja_history_free,0.016982
3185,vitali_ogd_per_quantile,0.013923
3185,mechanism,0.016131
3186,uniform,0.017078
3186,raja_history_free,0.017043
3186,vitali_ogd_per_quantile,0.013943
3186,mechanism,0.016186
3187,uniform,0.017183
3187,raja_history_free,0.017147
3187,vitali_ogd_per_quantile,0.014006
3187,mechanism,0.016284
3188,uniform,0.017204
3188,raja_history_free,0.017169
3188,vitali_ogd_per_quantile,0.014096
3188,mechanism,0.01631
3189,uniform,0.017938
3189,raja_history_free,0.017906
3189,vitali_ogd_per_quantile,0.014788
3189,mechanism,0.017043
3190,uniform,0.018442
3190,raja_history_free,0.018419
3190,vitali_ogd_per_quantile,0.014983
3190,mechanism,0.017506
3191,uniform,0.019005
3191,raja_history_free,0.01899
3191,vitali_ogd_per_quantile,0.015197
3191,mechanism,0.017926
3192,uniform,0.019078
3192,raja_history_free,0.019059
3192,vitali_ogd_per_quantile,0.015586
3192,mechanism,0.018158
3193,uniform,0.019347
3193,raja_history_free,0.01933
3193,vitali_ogd_per_quantile,0.015931
3193,mechanism,0.018449
3194,uniform,0.019348
3194,raja_history_free,0.019331
3194,vitali_ogd_per_quantile,0.015918
3194,mechanism,0.01845
3195,uniform,0.019407
3195,raja_history_free,0.01939
3195,vitali_ogd_per_quantile,0.015942
3195,mechanism,0.018504
3196,uniform,0.019581
3196,raja_history_free,0.019564
3196,vitali_ogd_per_quantile,0.01607
3196,mechanism,0.018673
3197,uniform,0.019647
3197,raja_history_free,0.019632
3197,vitali_ogd_per_quantile,0.016108
3197,mechanism,0.01873
3198,uniform,0.01973
3198,raja_history_free,0.019715
3198,vitali_ogd_per_quantile,0.016243
3198,mechanism,0.018823
3199,uniform,0.019807
3199,raja_history_free,0.019793
3199,vitali_ogd_per_quantile,0.016318
3199,mechanism,0.018899
3200,uniform,0.020106
3200,raja_history_free,0.020094
3200,vitali_ogd_per_quantile,0.016671
3200,mechanism,0.019201
3201,uniform,0.020215
3201,raja_history_free,0.020202
3201,vitali_ogd_per_quantile,0.016852
3201,mechanism,0.019308
3202,uniform,0.020346
3202,raja_history_free,0.020333
3202,vitali_ogd_per_quantile,0.017012
3202,mechanism,0.019438
3203,uniform,0.02083
3203,raja_history_free,0.020818
3203,vitali_ogd_per_quantile,0.017446
3203,mechanism,0.019929
3204,uniform,0.020974
3204,raja_history_free,0.020957
3204,vitali_ogd_per_quantile,0.017442
3204,mechanism,0.020062
3205,uniform,0.021049
3205,raja_history_free,0.021027
3205,vitali_ogd_per_quantile,0.017405
3205,mechanism,0.0201
3206,uniform,0.021085
3206,raja_history_free,0.02106
3206,vitali_ogd_per_quantile,0.017328
3206,mechanism,0.020106
3207,uniform,0.021075
3207,raja_history_free,0.021048
3207,vitali_ogd_per_quantile,0.017271
3207,mechanism,0.020081
3208,uniform,0.021044
3208,raja_history_free,0.021017
3208,vitali_ogd_per_quantile,0.017238
3208,mechanism,0.020047
3209,uniform,0.02098
3209,raja_history_free,0.020953
3209,vitali_ogd_per_quantile,0.017179
3209,mechanism,0.019982
3210,uniform,0.02088
3210,raja_history_free,0.020854
3210,vitali_ogd_per_quantile,0.01711
3210,mechanism,0.019883
3211,uniform,0.02078
3211,raja_history_free,0.020756
3211,vitali_ogd_per_quantile,0.017058
3211,mechanism,0.019789
3212,uniform,0.020582
3212,raja_history_free,0.020556
3212,vitali_ogd_per_quantile,0.016772
3212,mechanism,0.019578
3213,uniform,0.020677
3213,raja_history_free,0.020652
3213,vitali_ogd_per_quantile,0.016897
3213,mechanism,0.019673
3214,uniform,0.020897
3214,raja_history_free,0.020872
3214,vitali_ogd_per_quantile,0.017008
3214,mechanism,0.019893
3215,uniform,0.020926
3215,raja_history_free,0.020902
3215,vitali_ogd_per_quantile,0.017165
3215,mechanism,0.019937
3216,uniform,0.020929
3216,raja_history_free,0.020905
3216,vitali_ogd_per_quantile,0.017193
3216,mechanism,0.01994
3217,uniform,0.020965
3217,raja_history_free,0.020942
3217,vitali_ogd_per_quantile,0.017232
3217,mechanism,0.019977
3218,uniform,0.021229
3218,raja_history_free,0.021207
3218,vitali_ogd_per_quantile,0.017473
3218,mechanism,0.020244
3219,uniform,0.021984
3219,raja_history_free,0.021963
3219,vitali_ogd_per_quantile,0.018073
3219,mechanism,0.02099
3220,uniform,0.022408
3220,raja_history_free,0.022391
3220,vitali_ogd_per_quantile,0.018218
3220,mechanism,0.021342
3221,uniform,0.022588
3221,raja_history_free,0.022572
3221,vitali_ogd_per_quantile,0.018244
3221,mechanism,0.021429
3222,uniform,0.022595
3222,raja_history_free,0.022578
3222,vitali_ogd_per_quantile,0.018341
3222,mechanism,0.021449
3223,uniform,0.022598
3223,raja_history_free,0.02258
3223,vitali_ogd_per_quantile,0.018341
3223,mechanism,0.021453
3224,uniform,0.023304
3224,raja_history_free,0.023286
3224,vitali_ogd_per_quantile,0.019053
3224,mechanism,0.022159
3225,uniform,0.023734
3225,raja_history_free,0.023713
3225,vitali_ogd_per_quantile,0.019257
3225,mechanism,0.022545
3226,uniform,0.023713
3226,raja_history_free,0.023687
3226,vitali_ogd_per_quantile,0.019236
3226,mechanism,0.022485
3227,uniform,0.023623
3227,raja_history_free,0.023597
3227,vitali_ogd_per_quantile,0.019268
3227,mechanism,0.022413
3228,uniform,0.023684
3228,raja_history_free,0.023657
3228,vitali_ogd_per_quantile,0.019316
3228,mechanism,0.022472
3229,uniform,0.024044
3229,raja_history_free,0.024017
3229,vitali_ogd_per_quantile,0.01967
3229,mechanism,0.022829
3230,uniform,0.023922
3230,raja_history_free,0.023898
3230,vitali_ogd_per_quantile,0.0197
3230,mechanism,0.022724
3231,uniform,0.023892
3231,raja_history_free,0.023869
3231,vitali_ogd_per_quantile,0.019711
3231,mechanism,0.022705
3232,uniform,0.024026
3232,raja_history_free,0.024005
3232,vitali_ogd_per_quantile,0.019917
3232,mechanism,0.022848
3233,uniform,0.024152
3233,raja_history_free,0.024131
3233,vitali_ogd_per_quantile,0.020015
3233,mechanism,0.022981
3234,uniform,0.024051
3234,raja_history_free,0.024026
3234,vitali_ogd_per_quantile,0.019812
3234,mechanism,0.022867
3235,uniform,0.02402
3235,raja_history_free,0.023994
3235,vitali_ogd_per_quantile,0.019762
3235,mechanism,0.022829
3236,uniform,0.023846
3236,raja_history_free,0.023818
3236,vitali_ogd_per_quantile,0.019495
3236,mechanism,0.022649
3237,uniform,0.023804
3237,raja_history_free,0.023775
3237,vitali_ogd_per_quantile,0.019393
3237,mechanism,0.022604
3238,uniform,0.023733
3238,raja_history_free,0.023704
3238,vitali_ogd_per_quantile,0.019324
3238,mechanism,0.022534
3239,uniform,0.023585
3239,raja_history_free,0.023556
3239,vitali_ogd_per_quantile,0.019208
3239,mechanism,0.022385
3240,uniform,0.022848
3240,raja_history_free,0.022819
3240,vitali_ogd_per_quantile,0.018607
3240,mechanism,0.021652
3241,uniform,0.021882
3241,raja_history_free,0.021855
3241,vitali_ogd_per_quantile,0.017935
3241,mechanism,0.020727
3242,uniform,0.02174
3242,raja_history_free,0.021717
3242,vitali_ogd_per_quantile,0.017878
3242,mechanism,0.020685
3243,uniform,0.021679
3243,raja_history_free,0.02166
3243,vitali_ogd_per_quantile,0.017801
3243,mechanism,0.020664
3244,uniform,0.021104
3244,raja_history_free,0.021081
3244,vitali_ogd_per_quantile,0.017106
3244,mechanism,0.020031
3245,uniform,0.020493
3245,raja_history_free,0.020469
3245,vitali_ogd_per_quantile,0.016647
3245,mechanism,0.019429
3246,uniform,0.020078
3246,raja_history_free,0.020057
3246,vitali_ogd_per_quantile,0.016486
3246,mechanism,0.019113
3247,uniform,0.019981
3247,raja_history_free,0.019964
3247,vitali_ogd_per_quantile,0.016413
3247,mechanism,0.01908
3248,uniform,0.019949
3248,raja_history_free,0.019932
3248,vitali_ogd_per_quantile,0.016309
3248,mechanism,0.019023
3249,uniform,0.019907
3249,raja_history_free,0.019891
3249,vitali_ogd_per_quantile,0.016243
3249,mechanism,0.018978
3250,uniform,0.019871
3250,raja_history_free,0.019855
3250,vitali_ogd_per_quantile,0.016198
3250,mechanism,0.018943
3251,uniform,0.019786
3251,raja_history_free,0.019771
3251,vitali_ogd_per_quantile,0.016086
3251,mechanism,0.018856
3252,uniform,0.019593
3252,raja_history_free,0.01958
3252,vitali_ogd_per_quantile,0.015922
3252,mechanism,0.018666
3253,uniform,0.019393
3253,raja_history_free,0.019381
3253,vitali_ogd_per_quantile,0.015789
3253,mechanism,0.018475
3254,uniform,0.019315
3254,raja_history_free,0.0193
3254,vitali_ogd_per_quantile,0.01561
3254,mechanism,0.018378
3255,uniform,0.019278
3255,raja_history_free,0.019263
3255,vitali_ogd_per_quantile,0.015559
3255,mechanism,0.018341
3256,uniform,0.019246
3256,raja_history_free,0.019232
3256,vitali_ogd_per_quantile,0.015523
3256,mechanism,0.01831
3257,uniform,0.019175
3257,raja_history_free,0.019161
3257,vitali_ogd_per_quantile,0.015464
3257,mechanism,0.018239
3258,uniform,0.019146
3258,raja_history_free,0.019133
3258,vitali_ogd_per_quantile,0.015417
3258,mechanism,0.018211
3259,uniform,0.019128
3259,raja_history_free,0.019116
3259,vitali_ogd_per_quantile,0.015391
3259,mechanism,0.018193
3260,uniform,0.019035
3260,raja_history_free,0.019022
3260,vitali_ogd_per_quantile,0.01529
3260,mechanism,0.0181
3261,uniform,0.018977
3261,raja_history_free,0.018965
3261,vitali_ogd_per_quantile,0.015272
3261,mechanism,0.018042
3262,uniform,0.018857
3262,raja_history_free,0.018846
3262,vitali_ogd_per_quantile,0.01518
3262,mechanism,0.017923
3263,uniform,0.018772
3263,raja_history_free,0.018763
3263,vitali_ogd_per_quantile,0.015137
3263,mechanism,0.017843
3264,uniform,0.018709
3264,raja_history_free,0.018702
3264,vitali_ogd_per_quantile,0.015111
3264,mechanism,0.017786
3265,uniform,0.01868
3265,raja_history_free,0.018674
3265,vitali_ogd_per_quantile,0.015111
3265,mechanism,0.017762
3266,uniform,0.018667
3266,raja_history_free,0.018662
3266,vitali_ogd_per_quantile,0.015116
3266,mechanism,0.017752
3267,uniform,0.01868
3267,raja_history_free,0.018676
3267,vitali_ogd_per_quantile,0.015134
3267,mechanism,0.017766
3268,uniform,0.018696
3268,raja_history_free,0.018693
3268,vitali_ogd_per_quantile,0.01519
3268,mechanism,0.017784
3269,uniform,0.01868
3269,raja_history_free,0.018678
3269,vitali_ogd_per_quantile,0.015186
3269,mechanism,0.01777
3270,uniform,0.018673
3270,raja_history_free,0.018671
3270,vitali_ogd_per_quantile,0.015184
3270,mechanism,0.017763
3271,uniform,0.018688
3271,raja_history_free,0.018687
3271,vitali_ogd_per_quantile,0.015203
3271,mechanism,0.017779
3272,uniform,0.0188
3272,raja_history_free,0.018799
3272,vitali_ogd_per_quantile,0.015307
3272,mechanism,0.017892
3273,uniform,0.01883
3273,raja_history_free,0.01883
3273,vitali_ogd_per_quantile,0.015345
3273,mechanism,0.01792
3274,uniform,0.018878
3274,raja_history_free,0.018878
3274,vitali_ogd_per_quantile,0.015445
3274,mechanism,0.01797
3275,uniform,0.01889
3275,raja_history_free,0.018891
3275,vitali_ogd_per_quantile,0.015466
3275,mechanism,0.017983
3276,uniform,0.018959
3276,raja_history_free,0.01896
3276,vitali_ogd_per_quantile,0.015534
3276,mechanism,0.018053
3277,uniform,0.018998
3277,raja_history_free,0.018999
3277,vitali_ogd_per_quantile,0.015618
3277,mechanism,0.018093
3278,uniform,0.019042
3278,raja_history_free,0.019044
3278,vitali_ogd_per_quantile,0.015679
3278,mechanism,0.018137
3279,uniform,0.019053
3279,raja_history_free,0.019054
3279,vitali_ogd_per_quantile,0.015688
3279,mechanism,0.018148
3280,uniform,0.019056
3280,raja_history_free,0.019058
3280,vitali_ogd_per_quantile,0.015694
3280,mechanism,0.018152
3281,uniform,0.019079
3281,raja_history_free,0.019081
3281,vitali_ogd_per_quantile,0.015722
3281,mechanism,0.018176
3282,uniform,0.019077
3282,raja_history_free,0.01908
3282,vitali_ogd_per_quantile,0.015718
3282,mechanism,0.018174
3283,uniform,0.019071
3283,raja_history_free,0.019073
3283,vitali_ogd_per_quantile,0.015715
3283,mechanism,0.018168
3284,uniform,0.019064
3284,raja_history_free,0.019067
3284,vitali_ogd_per_quantile,0.015712
3284,mechanism,0.018161
3285,uniform,0.019055
3285,raja_history_free,0.019058
3285,vitali_ogd_per_quantile,0.015707
3285,mechanism,0.018153
3286,uniform,0.019047
3286,raja_history_free,0.01905
3286,vitali_ogd_per_quantile,0.015704
3286,mechanism,0.018144
3287,uniform,0.019039
3287,raja_history_free,0.019043
3287,vitali_ogd_per_quantile,0.015702
3287,mechanism,0.018137
3288,uniform,0.01903
3288,raja_history_free,0.019034
3288,vitali_ogd_per_quantile,0.015697
3288,mechanism,0.018129
3289,uniform,0.019021
3289,raja_history_free,0.019026
3289,vitali_ogd_per_quantile,0.015692
3289,mechanism,0.01812
3290,uniform,0.019012
3290,raja_history_free,0.019016
3290,vitali_ogd_per_quantile,0.015687
3290,mechanism,0.018111
3291,uniform,0.019
3291,raja_history_free,0.019005
3291,vitali_ogd_per_quantile,0.01568
3291,mechanism,0.018099
3292,uniform,0.018995
3292,raja_history_free,0.019
3292,vitali_ogd_per_quantile,0.015678
3292,mechanism,0.018095
3293,uniform,0.018991
3293,raja_history_free,0.018996
3293,vitali_ogd_per_quantile,0.015677
3293,mechanism,0.018091
3294,uniform,0.018986
3294,raja_history_free,0.018991
3294,vitali_ogd_per_quantile,0.015675
3294,mechanism,0.018086
3295,uniform,0.018976
3295,raja_history_free,0.018981
3295,vitali_ogd_per_quantile,0.015667
3295,mechanism,0.018076
3296,uniform,0.018971
3296,raja_history_free,0.018976
3296,vitali_ogd_per_quantile,0.015664
3296,mechanism,0.018071
3297,uniform,0.018967
3297,raja_history_free,0.018972
3297,vitali_ogd_per_quantile,0.015663
3297,mechanism,0.018067
3298,uniform,0.018962
3298,raja_history_free,0.018968
3298,vitali_ogd_per_quantile,0.015662
3298,mechanism,0.018063
3299,uniform,0.018963
3299,raja_history_free,0.018969
3299,vitali_ogd_per_quantile,0.015666
3299,mechanism,0.018063
3300,uniform,0.018958
3300,raja_history_free,0.018963
3300,vitali_ogd_per_quantile,0.015669
3300,mechanism,0.018058
3301,uniform,0.018954
3301,raja_history_free,0.01896
3301,vitali_ogd_per_quantile,0.015671
3301,mechanism,0.018054
3302,uniform,0.018962
3302,raja_history_free,0.018968
3302,vitali_ogd_per_quantile,0.015679
3302,mechanism,0.018062
3303,uniform,0.018969
3303,raja_history_free,0.018975
3303,vitali_ogd_per_quantile,0.015698
3303,mechanism,0.01807
3304,uniform,0.018956
3304,raja_history_free,0.018962
3304,vitali_ogd_per_quantile,0.015686
3304,mechanism,0.018056
3305,uniform,0.018945
3305,raja_history_free,0.018951
3305,vitali_ogd_per_quantile,0.015678
3305,mechanism,0.018046
3306,uniform,0.01899
3306,raja_history_free,0.018997
3306,vitali_ogd_per_quantile,0.015683
3306,mechanism,0.01809
3307,uniform,0.018979
3307,raja_history_free,0.018986
3307,vitali_ogd_per_quantile,0.015719
3307,mechanism,0.01808
3308,uniform,0.018953
3308,raja_history_free,0.018959
3308,vitali_ogd_per_quantile,0.015704
3308,mechanism,0.018055
3309,uniform,0.018941
3309,raja_history_free,0.018948
3309,vitali_ogd_per_quantile,0.015692
3309,mechanism,0.018044
3310,uniform,0.018916
3310,raja_history_free,0.018924
3310,vitali_ogd_per_quantile,0.015688
3310,mechanism,0.01802
3311,uniform,0.018927
3311,raja_history_free,0.018934
3311,vitali_ogd_per_quantile,0.015713
3311,mechanism,0.018031
3312,uniform,0.018961
3312,raja_history_free,0.018969
3312,vitali_ogd_per_quantile,0.015744
3312,mechanism,0.018067
3313,uniform,0.018943
3313,raja_history_free,0.018952
3313,vitali_ogd_per_quantile,0.015716
3313,mechanism,0.018049
3314,uniform,0.019049
3314,raja_history_free,0.019058
3314,vitali_ogd_per_quantile,0.015772
3314,mechanism,0.018152
3315,uniform,0.019066
3315,raja_history_free,0.019076
3315,vitali_ogd_per_quantile,0.015774
3315,mechanism,0.018158
3316,uniform,0.019046
3316,raja_history_free,0.019057
3316,vitali_ogd_per_quantile,0.015826
3316,mechanism,0.018151
3317,uniform,0.019077
3317,raja_history_free,0.019089
3317,vitali_ogd_per_quantile,0.01588
3317,mechanism,0.018185
3318,uniform,0.019363
3318,raja_history_free,0.019375
3318,vitali_ogd_per_quantile,0.016125
3318,mechanism,0.018472
3319,uniform,0.019442
3319,raja_history_free,0.019452
3319,vitali_ogd_per_quantile,0.016059
3319,mechanism,0.018538
3320,uniform,0.019455
3320,raja_history_free,0.019463
3320,vitali_ogd_per_quantile,0.016033
3320,mechanism,0.018536
3321,uniform,0.019424
3321,raja_history_free,0.019431
3321,vitali_ogd_per_quantile,0.015983
3321,mechanism,0.018498
3322,uniform,0.019571
3322,raja_history_free,0.019579
3322,vitali_ogd_per_quantile,0.016141
3322,mechanism,0.01865
3323,uniform,0.019651
3323,raja_history_free,0.01966
3323,vitali_ogd_per_quantile,0.016155
3323,mechanism,0.018726
3324,uniform,0.020863
3324,raja_history_free,0.020874
3324,vitali_ogd_per_quantile,0.017251
3324,mechanism,0.019923
3325,uniform,0.020992
3325,raja_history_free,0.021
3325,vitali_ogd_per_quantile,0.017746
3325,mechanism,0.020126
3326,uniform,0.02097
3326,raja_history_free,0.020977
3326,vitali_ogd_per_quantile,0.017782
3326,mechanism,0.020103
3327,uniform,0.020954
3327,raja_history_free,0.020961
3327,vitali_ogd_per_quantile,0.017755
3327,mechanism,0.020092
3328,uniform,0.021278
3328,raja_history_free,0.021287
3328,vitali_ogd_per_quantile,0.018011
3328,mechanism,0.020417
3329,uniform,0.02148
3329,raja_history_free,0.021489
3329,vitali_ogd_per_quantile,0.018064
3329,mechanism,0.020623
3330,uniform,0.021457
3330,raja_history_free,0.021464
3330,vitali_ogd_per_quantile,0.018032
3330,mechanism,0.020586
3331,uniform,0.021068
3331,raja_history_free,0.021074
3331,vitali_ogd_per_quantile,0.017621
3331,mechanism,0.020186
3332,uniform,0.021191
3332,raja_history_free,0.021197
3332,vitali_ogd_per_quantile,0.01762
3332,mechanism,0.020297
3333,uniform,0.021111
3333,raja_history_free,0.021115
3333,vitali_ogd_per_quantile,0.017538
3333,mechanism,0.020208
3334,uniform,0.021103
3334,raja_history_free,0.021107
3334,vitali_ogd_per_quantile,0.017487
3334,mechanism,0.020199
3335,uniform,0.021093
3335,raja_history_free,0.021098
3335,vitali_ogd_per_quantile,0.01748
3335,mechanism,0.020192
3336,uniform,0.021019
3336,raja_history_free,0.021023
3336,vitali_ogd_per_quantile,0.017404
3336,mechanism,0.020116
3337,uniform,0.021016
3337,raja_history_free,0.02102
3337,vitali_ogd_per_quantile,0.01739
3337,mechanism,0.020113
3338,uniform,0.020857
3338,raja_history_free,0.02086
3338,vitali_ogd_per_quantile,0.017227
3338,mechanism,0.019952
3339,uniform,0.020527
3339,raja_history_free,0.020527
3339,vitali_ogd_per_quantile,0.017079
3339,mechanism,0.019626
3340,uniform,0.020347
3340,raja_history_free,0.020345
3340,vitali_ogd_per_quantile,0.017055
3340,mechanism,0.019482
3341,uniform,0.020117
3341,raja_history_free,0.020112
3341,vitali_ogd_per_quantile,0.016969
3341,mechanism,0.019307
3342,uniform,0.020028
3342,raja_history_free,0.020021
3342,vitali_ogd_per_quantile,0.016916
3342,mechanism,0.01925
3343,uniform,0.019996
3343,raja_history_free,0.019989
3343,vitali_ogd_per_quantile,0.016882
3343,mechanism,0.01923
3344,uniform,0.019888
3344,raja_history_free,0.019879
3344,vitali_ogd_per_quantile,0.016731
3344,mechanism,0.019111
3345,uniform,0.019522
3345,raja_history_free,0.019511
3345,vitali_ogd_per_quantile,0.016435
3345,mechanism,0.01875
3346,uniform,0.019243
3346,raja_history_free,0.019227
3346,vitali_ogd_per_quantile,0.016304
3346,mechanism,0.018495
3347,uniform,0.019027
3347,raja_history_free,0.019007
3347,vitali_ogd_per_quantile,0.016225
3347,mechanism,0.018336
3348,uniform,0.018734
3348,raja_history_free,0.018711
3348,vitali_ogd_per_quantile,0.016106
3348,mechanism,0.018127
3349,uniform,0.018436
3349,raja_history_free,0.01841
3349,vitali_ogd_per_quantile,0.016028
3349,mechanism,0.017929
3350,uniform,0.018359
3350,raja_history_free,0.018333
3350,vitali_ogd_per_quantile,0.016097
3350,mechanism,0.017939
3351,uniform,0.018399
3351,raja_history_free,0.018374
3351,vitali_ogd_per_quantile,0.016104
3351,mechanism,0.018014
3352,uniform,0.018612
3352,raja_history_free,0.018588
3352,vitali_ogd_per_quantile,0.016191
3352,mechanism,0.018222
3353,uniform,0.018742
3353,raja_history_free,0.01872
3353,vitali_ogd_per_quantile,0.016221
3353,mechanism,0.018333
3354,uniform,0.018979
3354,raja_history_free,0.01896
3354,vitali_ogd_per_quantile,0.016302
3354,mechanism,0.018529
3355,uniform,0.018937
3355,raja_history_free,0.018918
3355,vitali_ogd_per_quantile,0.016231
3355,mechanism,0.018459
3356,uniform,0.019002
3356,raja_history_free,0.018983
3356,vitali_ogd_per_quantile,0.0162
3356,mechanism,0.018505
3357,uniform,0.018823
3357,raja_history_free,0.018804
3357,vitali_ogd_per_quantile,0.016083
3357,mechanism,0.018336
3358,uniform,0.018751
3358,raja_history_free,0.018732
3358,vitali_ogd_per_quantile,0.016064
3358,mechanism,0.018262
3359,uniform,0.018707
3359,raja_history_free,0.018689
3359,vitali_ogd_per_quantile,0.016071
3359,mechanism,0.018223
3360,uniform,0.018778
3360,raja_history_free,0.018763
3360,vitali_ogd_per_quantile,0.016229
3360,mechanism,0.018306
3361,uniform,0.018759
3361,raja_history_free,0.018741
3361,vitali_ogd_per_quantile,0.016175
3361,mechanism,0.018281
3362,uniform,0.01815
3362,raja_history_free,0.01813
3362,vitali_ogd_per_quantile,0.015625
3362,mechanism,0.017674
3363,uniform,0.017805
3363,raja_history_free,0.017778
3363,vitali_ogd_per_quantile,0.015532
3363,mechanism,0.017373
3364,uniform,0.017435
3364,raja_history_free,0.017403
3364,vitali_ogd_per_quantile,0.015419
3364,mechanism,0.017136
3365,uniform,0.017406
3365,raja_history_free,0.017378
3365,vitali_ogd_per_quantile,0.015028
3365,mechanism,0.016933
3366,uniform,0.017155
3366,raja_history_free,0.017126
3366,vitali_ogd_per_quantile,0.014681
3366,mechanism,0.016648
3367,uniform,0.017291
3367,raja_history_free,0.01726
3367,vitali_ogd_per_quantile,0.014763
3367,mechanism,0.016774
3368,uniform,0.017229
3368,raja_history_free,0.017198
3368,vitali_ogd_per_quantile,0.0148
3368,mechanism,0.016724
3369,uniform,0.017599
3369,raja_history_free,0.01757
3369,vitali_ogd_per_quantile,0.01524
3369,mechanism,0.017104
3370,uniform,0.017683
3370,raja_history_free,0.017654
3370,vitali_ogd_per_quantile,0.015249
3370,mechanism,0.017199
3371,uniform,0.017618
3371,raja_history_free,0.017587
3371,vitali_ogd_per_quantile,0.015177
3371,mechanism,0.01712
3372,uniform,0.017592
3372,raja_history_free,0.017561
3372,vitali_ogd_per_quantile,0.015203
3372,mechanism,0.017102
3373,uniform,0.017535
3373,raja_history_free,0.017506
3373,vitali_ogd_per_quantile,0.015071
3373,mechanism,0.017043
3374,uniform,0.01755
3374,raja_history_free,0.017523
3374,vitali_ogd_per_quantile,0.014954
3374,mechanism,0.017057
3375,uniform,0.017711
3375,raja_history_free,0.017686
3375,vitali_ogd_per_quantile,0.015211
3375,mechanism,0.017235
3376,uniform,0.017219
3376,raja_history_free,0.017193
3376,vitali_ogd_per_quantile,0.014779
3376,mechanism,0.016738
3377,uniform,0.01701
3377,raja_history_free,0.016988
3377,vitali_ogd_per_quantile,0.014725
3377,mechanism,0.016541
3378,uniform,0.016916
3378,raja_history_free,0.016899
3378,vitali_ogd_per_quantile,0.014747
3378,mechanism,0.016484
3379,uniform,0.016909
3379,raja_history_free,0.016895
3379,vitali_ogd_per_quantile,0.014797
3379,mechanism,0.016503
3380,uniform,0.017088
3380,raja_history_free,0.017075
3380,vitali_ogd_per_quantile,0.014983
3380,mechanism,0.016694
3381,uniform,0.017406
3381,raja_history_free,0.017393
3381,vitali_ogd_per_quantile,0.015223
3381,mechanism,0.017008
3382,uniform,0.017661
3382,raja_history_free,0.017645
3382,vitali_ogd_per_quantile,0.015345
3382,mechanism,0.017236
3383,uniform,0.017934
3383,raja_history_free,0.017914
3383,vitali_ogd_per_quantile,0.015482
3383,mechanism,0.017463
