t,method,crps
6837,mechanism,0.051129
6838,uniform,0.056755
6838,raja_history_free,0.055546
6838,vitali_ogd_per_quantile,0.041298
6838,mechanism,0.051261
6839,uniform,0.056826
6839,raja_history_free,0.055615
6839,vitali_ogd_per_quantile,0.041375
6839,mechanism,0.051326
6840,uniform,0.056907
6840,raja_history_free,0.055698
6840,vitali_ogd_per_quantile,0.041471
6840,mechanism,0.05141
6841,uniform,0.056984
6841,raja_history_free,0.055772
6841,vitali_ogd_per_quantile,0.041517
6841,mechanism,0.051484
6842,uniform,0.05705
6842,raja_history_free,0.055836
6842,vitali_ogd_per_quantile,0.041546
6842,mechanism,0.051547
6843,uniform,0.05714
6843,raja_history_free,0.055924
6843,vitali_ogd_per_quantile,0.041629
6843,mechanism,0.051635
6844,uniform,0.057234
6844,raja_history_free,0.056014
6844,vitali_ogd_per_quantile,0.041686
6844,mechanism,0.051724
6845,uniform,0.05731
6845,raja_history_free,0.056092
6845,vitali_ogd_per_quantile,0.041787
6845,mechanism,0.051803
6846,uniform,0.05735
6846,raja_history_free,0.05613
6846,vitali_ogd_per_quantile,0.041802
6846,mechanism,0.051841
6847,uniform,0.057414
6847,raja_history_free,0.056192
6847,vitali_ogd_per_quantile,0.041861
6847,mechanism,0.051904
6848,uniform,0.057498
6848,raja_history_free,0.056275
6848,vitali_ogd_per_quantile,0.041962
6848,mechanism,0.051987
6849,uniform,0.057523
6849,raja_history_free,0.056299
6849,vitali_ogd_per_quantile,0.041986
6849,mechanism,0.052012
6850,uniform,0.057965
6850,raja_history_free,0.056741
6850,vitali_ogd_per_quantile,0.042522
6850,mechanism,0.052455
6851,uniform,0.058059
6851,raja_history_free,0.056829
6851,vitali_ogd_per_quantile,0.042592
6851,mechanism,0.052547
6852,uniform,0.058176
6852,raja_history_free,0.056938
6852,vitali_ogd_per_quantile,0.042642
6852,mechanism,0.05265
6853,uniform,0.058222
6853,raja_history_free,0.056984
6853,vitali_ogd_per_quantile,0.04274
6853,mechanism,0.052694
6854,uniform,0.058365
6854,raja_history_free,0.057123
6854,vitali_ogd_per_quantile,0.042872
6854,mechanism,0.052829
6855,uniform,0.058794
6855,raja_history_free,0.057544
6855,vitali_ogd_per_quantile,0.04324
6855,mechanism,0.053247
6856,uniform,0.059887
6856,raja_history_free,0.058619
6856,vitali_ogd_per_quantile,0.044106
6856,mechanism,0.0543
6857,uniform,0.061078
6857,raja_history_free,0.05976
6857,vitali_ogd_per_quantile,0.044701
6857,mechanism,0.055311
6858,uniform,0.061605
6858,raja_history_free,0.060228
6858,vitali_ogd_per_quantile,0.044781
6858,mechanism,0.055514
6859,uniform,0.062211
6859,raja_history_free,0.060786
6859,vitali_ogd_per_quantile,0.044956
6859,mechanism,0.055896
6860,uniform,0.062221
6860,raja_history_free,0.06081
6860,vitali_ogd_per_quantile,0.04529
6860,mechanism,0.056032
6861,uniform,0.06318
6861,raja_history_free,0.061771
6861,vitali_ogd_per_quantile,0.046257
6861,mechanism,0.057017
6862,uniform,0.06307
6862,raja_history_free,0.061628
6862,vitali_ogd_per_quantile,0.045957
6862,mechanism,0.056854
6863,uniform,0.062542
6863,raja_history_free,0.061084
6863,vitali_ogd_per_quantile,0.045528
6863,mechanism,0.05629
6864,uniform,0.062394
6864,raja_history_free,0.060936
6864,vitali_ogd_per_quantile,0.045485
6864,mechanism,0.056193
6865,uniform,0.062321
6865,raja_history_free,0.060878
6865,vitali_ogd_per_quantile,0.045611
6865,mechanism,0.056212
6866,uniform,0.062227
6866,raja_history_free,0.060791
6866,vitali_ogd_per_quantile,0.045599
6866,mechanism,0.056182
6867,uniform,0.062201
6867,raja_history_free,0.06076
6867,vitali_ogd_per_quantile,0.045471
6867,mechanism,0.056118
6868,uniform,0.062229
6868,raja_history_free,0.060787
6868,vitali_ogd_per_quantile,0.045465
6868,mechanism,0.056146
6869,uniform,0.062195
6869,raja_history_free,0.060753
6869,vitali_ogd_per_quantile,0.045448
6869,mechanism,0.056111
6870,uniform,0.062229
6870,raja_history_free,0.060787
6870,vitali_ogd_per_quantile,0.045479
6870,mechanism,0.056145
6871,uniform,0.062996
6871,raja_history_free,0.061558
6871,vitali_ogd_per_quantile,0.046262
6871,mechanism,0.056914
6872,uniform,0.064061
6872,raja_history_free,0.062608
6872,vitali_ogd_per_quantile,0.046944
6872,mechanism,0.058006
6873,uniform,0.064328
6873,raja_history_free,0.062825
6873,vitali_ogd_per_quantile,0.046959
6873,mechanism,0.058166
6874,uniform,0.065275
6874,raja_history_free,0.063732
6874,vitali_ogd_per_quantile,0.047533
6874,mechanism,0.058932
6875,uniform,0.065734
6875,raja_history_free,0.06413
6875,vitali_ogd_per_quantile,0.047468
6875,mechanism,0.059141
6876,uniform,0.065704
6876,raja_history_free,0.064063
6876,vitali_ogd_per_quantile,0.047289
6876,mechanism,0.058962
6877,uniform,0.065753
6877,raja_history_free,0.064094
6877,vitali_ogd_per_quantile,0.047329
6877,mechanism,0.058925
6878,uniform,0.065987
6878,raja_history_free,0.064299
6878,vitali_ogd_per_quantile,0.047212
6878,mechanism,0.05905
6879,uniform,0.066065
6879,raja_history_free,0.064355
6879,vitali_ogd_per_quantile,0.047127
6879,mechanism,0.05905
6880,uniform,0.066078
6880,raja_history_free,0.064354
6880,vitali_ogd_per_quantile,0.046994
6880,mechanism,0.059015
6881,uniform,0.065498
6881,raja_history_free,0.063764
6881,vitali_ogd_per_quantile,0.046296
6881,mechanism,0.05841
6882,uniform,0.065474
6882,raja_history_free,0.063738
6882,vitali_ogd_per_quantile,0.046189
6882,mechanism,0.058362
6883,uniform,0.065454
6883,raja_history_free,0.063715
6883,vitali_ogd_per_quantile,0.046108
6883,mechanism,0.058335
6884,uniform,0.065367
6884,raja_history_free,0.063626
6884,vitali_ogd_per_quantile,0.045984
6884,mechanism,0.058243
6885,uniform,0.064634
6885,raja_history_free,0.06289
6885,vitali_ogd_per_quantile,0.045235
6885,mechanism,0.057507
6886,uniform,0.063613
6886,raja_history_free,0.061872
6886,vitali_ogd_per_quantile,0.044587
6886,mechanism,0.056527
6887,uniform,0.063284
6887,raja_history_free,0.061547
6887,vitali_ogd_per_quantile,0.044483
6887,mechanism,0.05637
6888,uniform,0.063254
6888,raja_history_free,0.061513
6888,vitali_ogd_per_quantile,0.044231
6888,mechanism,0.056239
6889,uniform,0.063154
6889,raja_history_free,0.06141
6889,vitali_ogd_per_quantile,0.044068
6889,mechanism,0.056121
6890,uniform,0.062724
6890,raja_history_free,0.060977
6890,vitali_ogd_per_quantile,0.043513
6890,mechanism,0.055677
6891,uniform,0.062483
6891,raja_history_free,0.06073
6891,vitali_ogd_per_quantile,0.043095
6891,mechanism,0.055453
6892,uniform,0.062651
6892,raja_history_free,0.060894
6892,vitali_ogd_per_quantile,0.043004
6892,mechanism,0.055627
6893,uniform,0.062235
6893,raja_history_free,0.060472
6893,vitali_ogd_per_quantile,0.042637
6893,mechanism,0.055204
6894,uniform,0.061351
6894,raja_history_free,0.05959
6894,vitali_ogd_per_quantile,0.042083
6894,mechanism,0.05431
6895,uniform,0.060833
6895,raja_history_free,0.059083
6895,vitali_ogd_per_quantile,0.041982
6895,mechanism,0.053872
6896,uniform,0.060201
6896,raja_history_free,0.058461
6896,vitali_ogd_per_quantile,0.041658
6896,mechanism,0.053379
6897,uniform,0.060102
6897,raja_history_free,0.058379
6897,vitali_ogd_per_quantile,0.041732
6897,mechanism,0.053392
6898,uniform,0.060233
6898,raja_history_free,0.058509
6898,vitali_ogd_per_quantile,0.041861
6898,mechanism,0.053508
6899,uniform,0.059537
6899,raja_history_free,0.057806
6899,vitali_ogd_per_quantile,0.041103
6899,mechanism,0.052799
6900,uniform,0.058411
6900,raja_history_free,0.056679
6900,vitali_ogd_per_quantile,0.040504
6900,mechanism,0.05174
6901,uniform,0.057748
6901,raja_history_free,0.056023
6901,vitali_ogd_per_quantile,0.040433
6901,mechanism,0.051424
6902,uniform,0.057939
6902,raja_history_free,0.056216
6902,vitali_ogd_per_quantile,0.040239
6902,mechanism,0.051435
6903,uniform,0.057963
6903,raja_history_free,0.056237
6903,vitali_ogd_per_quantile,0.040181
6903,mechanism,0.051524
6904,uniform,0.057985
6904,raja_history_free,0.056253
6904,vitali_ogd_per_quantile,0.040055
6904,mechanism,0.051516
6905,uniform,0.057737
6905,raja_history_free,0.056009
6905,vitali_ogd_per_quantile,0.039872
6905,mechanism,0.051286
6906,uniform,0.057503
6906,raja_history_free,0.055784
6906,vitali_ogd_per_quantile,0.039837
6906,mechanism,0.051095
6907,uniform,0.057192
6907,raja_history_free,0.055481
6907,vitali_ogd_per_quantile,0.039664
6907,mechanism,0.050886
6908,uniform,0.056791
6908,raja_history_free,0.055092
6908,vitali_ogd_per_quantile,0.039693
6908,mechanism,0.050677
6909,uniform,0.056774
6909,raja_history_free,0.055091
6909,vitali_ogd_per_quantile,0.039683
6909,mechanism,0.050702
6910,uniform,0.05664
6910,raja_history_free,0.054945
6910,vitali_ogd_per_quantile,0.039381
6910,mechanism,0.050498
6911,uniform,0.056809
6911,raja_history_free,0.055119
6911,vitali_ogd_per_quantile,0.039666
6911,mechanism,0.050676
6912,uniform,0.056822
6912,raja_history_free,0.055129
6912,vitali_ogd_per_quantile,0.039679
6912,mechanism,0.050687
6913,uniform,0.056812
6913,raja_history_free,0.055115
6913,vitali_ogd_per_quantile,0.039631
6913,mechanism,0.050676
6914,uniform,0.056807
6914,raja_history_free,0.055109
6914,vitali_ogd_per_quantile,0.039625
6914,mechanism,0.050673
6915,uniform,0.056739
6915,raja_history_free,0.055041
6915,vitali_ogd_per_quantile,0.039604
6915,mechanism,0.050607
6916,uniform,0.056749
6916,raja_history_free,0.055049
6916,vitali_ogd_per_quantile,0.039598
6916,mechanism,0.050618
6917,uniform,0.056697
6917,raja_history_free,0.054994
6917,vitali_ogd_per_quantile,0.039507
6917,mechanism,0.05056
6918,uniform,0.056077
6918,raja_history_free,0.05437
6918,vitali_ogd_per_quantile,0.038908
6918,mechanism,0.049938
6919,uniform,0.05598
6919,raja_history_free,0.054275
6919,vitali_ogd_per_quantile,0.038843
6919,mechanism,0.049852
6920,uniform,0.055026
6920,raja_history_free,0.053331
6920,vitali_ogd_per_quantile,0.038037
6920,mechanism,0.048943
6921,uniform,0.055006
6921,raja_history_free,0.053315
6921,vitali_ogd_per_quantile,0.037892
6921,mechanism,0.048977
6922,uniform,0.054892
6922,raja_history_free,0.053212
6922,vitali_ogd_per_quantile,0.037848
6922,mechanism,0.048932
6923,uniform,0.054516
6923,raja_history_free,0.052839
6923,vitali_ogd_per_quantile,0.037606
6923,mechanism,0.048637
6924,uniform,0.054317
6924,raja_history_free,0.052644
6924,vitali_ogd_per_quantile,0.03753
6924,mechanism,0.04854
6925,uniform,0.054137
6925,raja_history_free,0.052447
6925,vitali_ogd_per_quantile,0.037105
6925,mechanism,0.048244
6926,uniform,0.05298
6926,raja_history_free,0.051287
6926,vitali_ogd_per_quantile,0.036017
6926,mechanism,0.047089
6927,uniform,0.052826
6927,raja_history_free,0.05115
6927,vitali_ogd_per_quantile,0.035956
6927,mechanism,0.046975
6928,uniform,0.053075
6928,raja_history_free,0.051397
6928,vitali_ogd_per_quantile,0.036053
6928,mechanism,0.047197
6929,uniform,0.053525
6929,raja_history_free,0.051848
6929,vitali_ogd_per_quantile,0.036375
6929,mechanism,0.047659
6930,uniform,0.054696
6930,raja_history_free,0.053005
6930,vitali_ogd_per_quantile,0.037001
6930,mechanism,0.04874
6931,uniform,0.054719
6931,raja_history_free,0.052989
6931,vitali_ogd_per_quantile,0.036297
6931,mechanism,0.048534
6932,uniform,0.054441
6932,raja_history_free,0.052706
6932,vitali_ogd_per_quantile,0.036401
6932,mechanism,0.048252
6933,uniform,0.054007
6933,raja_history_free,0.05228
6933,vitali_ogd_per_quantile,0.036223
6933,mechanism,0.047837
6934,uniform,0.054019
6934,raja_history_free,0.052298
6934,vitali_ogd_per_quantile,0.036158
6934,mechanism,0.047856
6935,uniform,0.053727
6935,raja_history_free,0.052003
6935,vitali_ogd_per_quantile,0.035591
6935,mechanism,0.047533
6936,uniform,0.052562
6936,raja_history_free,0.050845
6936,vitali_ogd_per_quantile,0.03476
6936,mechanism,0.046361
6937,uniform,0.051807
6937,raja_history_free,0.050118
6937,vitali_ogd_per_quantile,0.034584
6937,mechanism,0.04571
6938,uniform,0.051175
6938,raja_history_free,0.049519
6938,vitali_ogd_per_quantile,0.034473
6938,mechanism,0.04531
6939,uniform,0.050958
6939,raja_history_free,0.049331
6939,vitali_ogd_per_quantile,0.034563
6939,mechanism,0.045304
6940,uniform,0.050862
6940,raja_history_free,0.049261
6940,vitali_ogd_per_quantile,0.034816
6940,mechanism,0.045354
6941,uniform,0.050719
6941,raja_history_free,0.049132
6941,vitali_ogd_per_quantile,0.034779
6941,mechanism,0.045293
6942,uniform,0.05061
6942,raja_history_free,0.049032
6942,vitali_ogd_per_quantile,0.034762
6942,mechanism,0.045244
6943,uniform,0.050631
6943,raja_history_free,0.04906
6943,vitali_ogd_per_quantile,0.034884
6943,mechanism,0.045298
6944,uniform,0.050679
6944,raja_history_free,0.049113
6944,vitali_ogd_per_quantile,0.034958
6944,mechanism,0.045365
6945,uniform,0.050757
6945,raja_history_free,0.049195
6945,vitali_ogd_per_quantile,0.035112
6945,mechanism,0.045454
6946,uniform,0.05088
6946,raja_history_free,0.049314
6946,vitali_ogd_per_quantile,0.035219
6946,mechanism,0.045578
6947,uniform,0.050926
6947,raja_history_free,0.049363
6947,vitali_ogd_per_quantile,0.035381
6947,mechanism,0.045631
6948,uniform,0.051188
6948,raja_history_free,0.049623
6948,vitali_ogd_per_quantile,0.03566
6948,mechanism,0.045898
6949,uniform,0.051315
6949,raja_history_free,0.049742
6949,vitali_ogd_per_quantile,0.035699
6949,mechanism,0.04602
6950,uniform,0.05169
6950,raja_history_free,0.050109
6950,vitali_ogd_per_quantile,0.03591
6950,mechanism,0.046362
6951,uniform,0.052138
6951,raja_history_free,0.050539
6951,vitali_ogd_per_quantile,0.036177
6951,mechanism,0.04673
6952,uniform,0.051635
6952,raja_history_free,0.050027
6952,vitali_ogd_per_quantile,0.035879
6952,mechanism,0.046191
6953,uniform,0.050511
6953,raja_history_free,0.04894
6953,vitali_ogd_per_quantile,0.035381
6953,mechanism,0.045248
6954,uniform,0.050106
6954,raja_history_free,0.048586
6954,vitali_ogd_per_quantile,0.035504
6954,mechanism,0.045037
6955,uniform,0.050568
6955,raja_history_free,0.049088
6955,vitali_ogd_per_quantile,0.036268
6955,mechanism,0.045789
6956,uniform,0.049998
6956,raja_history_free,0.048535
6956,vitali_ogd_per_quantile,0.036151
6956,mechanism,0.045462
6957,uniform,0.049989
6957,raja_history_free,0.04855
6957,vitali_ogd_per_quantile,0.036327
6957,mechanism,0.045603
6958,uniform,0.049885
6958,raja_history_free,0.048455
6958,vitali_ogd_per_quantile,0.036261
6958,mechanism,0.045569
6959,uniform,0.049749
6959,raja_history_free,0.048351
6959,vitali_ogd_per_quantile,0.036497
6959,mechanism,0.045611
6960,uniform,0.051618
6960,raja_history_free,0.050239
6960,vitali_ogd_per_quantile,0.038439
6960,mechanism,0.047557
6961,uniform,0.052893
6961,raja_history_free,0.051473
6961,vitali_ogd_per_quantile,0.039108
6961,mechanism,0.048801
6962,uniform,0.053115
6962,raja_history_free,0.051636
6962,vitali_ogd_per_quantile,0.038894
6962,mechanism,0.048796
6963,uniform,0.052412
6963,raja_history_free,0.050904
6963,vitali_ogd_per_quantile,0.038256
6963,mechanism,0.047979
6964,uniform,0.052087
6964,raja_history_free,0.050634
6964,vitali_ogd_per_quantile,0.038651
6964,mechanism,0.047893
6965,uniform,0.052233
6965,raja_history_free,0.050805
6965,vitali_ogd_per_quantile,0.038881
6965,mechanism,0.048083
6966,uniform,0.05238
6966,raja_history_free,0.050972
6966,vitali_ogd_per_quantile,0.039197
6966,mechanism,0.048273
6967,uniform,0.051428
6967,raja_history_free,0.050023
6967,vitali_ogd_per_quantile,0.038288
6967,mechanism,0.047352
6968,uniform,0.049965
6968,raja_history_free,0.0486
6968,vitali_ogd_per_quantile,0.037616
6968,mechanism,0.046
6969,uniform,0.049831
6969,raja_history_free,0.048573
6969,vitali_ogd_per_quantile,0.03831
6969,mechanism,0.045983
6970,uniform,0.049597
6970,raja_history_free,0.048391
6970,vitali_ogd_per_quantile,0.038382
6970,mechanism,0.045966
6971,uniform,0.04954
6971,raja_history_free,0.048358
6971,vitali_ogd_per_quantile,0.038419
6971,mechanism,0.046019
6972,uniform,0.050148
6972,raja_history_free,0.048977
6972,vitali_ogd_per_quantile,0.039097
6972,mechanism,0.046618
6973,uniform,0.049677
6973,raja_history_free,0.0485
6973,vitali_ogd_per_quantile,0.03861
6973,mechanism,0.04617
6974,uniform,0.049014
6974,raja_history_free,0.047846
6974,vitali_ogd_per_quantile,0.038247
6974,mechanism,0.045611
6975,uniform,0.048687
6975,raja_history_free,0.047555
6975,vitali_ogd_per_quantile,0.038179
6975,mechanism,0.045456
6976,uniform,0.048718
6976,raja_history_free,0.047599
6976,vitali_ogd_per_quantile,0.038114
6976,mechanism,0.04554
6977,uniform,0.048754
6977,raja_history_free,0.047645
6977,vitali_ogd_per_quantile,0.038199
6977,mechanism,0.045619
6978,uniform,0.048714
6978,raja_history_free,0.047607
6978,vitali_ogd_per_quantile,0.038128
6978,mechanism,0.045581
6979,uniform,0.048402
6979,raja_history_free,0.047293
6979,vitali_ogd_per_quantile,0.037812
6979,mechanism,0.04527
6980,uniform,0.048328
6980,raja_history_free,0.047226
6980,vitali_ogd_per_quantile,0.037721
6980,mechanism,0.045203
6981,uniform,0.048145
6981,raja_history_free,0.047052
6981,vitali_ogd_per_quantile,0.037603
6981,mechanism,0.045039
6982,uniform,0.047936
6982,raja_history_free,0.046855
6982,vitali_ogd_per_quantile,0.037493
6982,mechanism,0.044857
6983,uniform,0.047833
6983,raja_history_free,0.046761
6983,vitali_ogd_per_quantile,0.0374
6983,mechanism,0.044771
6984,uniform,0.047659
6984,raja_history_free,0.046581
6984,vitali_ogd_per_quantile,0.037145
6984,mechanism,0.044583
6985,uniform,0.047503
6985,raja_history_free,0.046431
6985,vitali_ogd_per_quantile,0.036996
6985,mechanism,0.044431
6986,uniform,0.047373
6986,raja_history_free,0.046301
6986,vitali_ogd_per_quantile,0.036836
6986,mechanism,0.044301
6987,uniform,0.047161
6987,raja_history_free,0.046093
6987,vitali_ogd_per_quantile,0.036622
6987,mechanism,0.044089
6988,uniform,0.046988
6988,raja_history_free,0.045911
6988,vitali_ogd_per_quantile,0.036315
6988,mechanism,0.043908
6989,uniform,0.04654
6989,raja_history_free,0.045457
6989,vitali_ogd_per_quantile,0.035707
6989,mechanism,0.04346
6990,uniform,0.04636
6990,raja_history_free,0.045291
6990,vitali_ogd_per_quantile,0.035638
6990,mechanism,0.043271
6991,uniform,0.046158
6991,raja_history_free,0.045102
6991,vitali_ogd_per_quantile,0.035512
6991,mechanism,0.043081
6992,uniform,0.045893
6992,raja_history_free,0.044849
6992,vitali_ogd_per_quantile,0.035356
6992,mechanism,0.042839
6993,uniform,0.045797
6993,raja_history_free,0.044749
6993,vitali_ogd_per_quantile,0.035153
6993,mechanism,0.042734
6994,uniform,0.045702
6994,raja_history_free,0.044657
6994,vitali_ogd_per_quantile,0.035084
6994,mechanism,0.042644
6995,uniform,0.04562
6995,raja_history_free,0.04458
6995,vitali_ogd_per_quantile,0.035059
6995,mechanism,0.042569
6996,uniform,0.045525
6996,raja_history_free,0.044486
6996,vitali_ogd_per_quantile,0.034955
6996,mechanism,0.042475
6997,uniform,0.045433
6997,raja_history_free,0.044396
6997,vitali_ogd_per_quantile,0.034898
6997,mechanism,0.042386
6998,uniform,0.045339
6998,raja_history_free,0.044305
6998,vitali_ogd_per_quantile,0.034844
6998,mechanism,0.042296
6999,uniform,0.045226
6999,raja_history_free,0.044196
6999,vitali_ogd_per_quantile,0.034765
6999,mechanism,0.042189
7000,uniform,0.045163
7000,raja_history_free,0.044136
7000,vitali_ogd_per_quantile,0.034746
7000,mechanism,0.042132
7001,uniform,0.045123
7001,raja_history_free,0.044099
7001,vitali_ogd_per_quantile,0.03474
7001,mechanism,0.042098
7002,uniform,0.045085
7002,raja_history_free,0.044064
7002,vitali_ogd_per_quantile,0.034733
7002,mechanism,0.042065
7003,uniform,0.045123
7003,raja_history_free,0.044104
7003,vitali_ogd_per_quantile,0.034815
7003,mechanism,0.042106
7004,uniform,0.045165
7004,raja_history_free,0.044148
7004,vitali_ogd_per_quantile,0.034854
7004,mechanism,0.042151
7005,uniform,0.045244
7005,raja_history_free,0.044228
7005,vitali_ogd_per_quantile,0.034914
7005,mechanism,0.042231
7006,uniform,0.045445
7006,raja_history_free,0.044428
7006,vitali_ogd_per_quantile,0.035061
7006,mechanism,0.042427
7007,uniform,0.045476
7007,raja_history_free,0.04446
7007,vitali_ogd_per_quantile,0.035144
7007,mechanism,0.042454
7008,uniform,0.045539
7008,raja_history_free,0.044525
7008,vitali_ogd_per_quantile,0.035258
7008,mechanism,0.042523
7009,uniform,0.045747
7009,raja_history_free,0.044735
7009,vitali_ogd_per_quantile,0.03552
7009,mechanism,0.042733
7010,uniform,0.045686
7010,raja_history_free,0.044675
7010,vitali_ogd_per_quantile,0.035542
7010,mechanism,0.042674
7011,uniform,0.045661
7011,raja_history_free,0.044651
7011,vitali_ogd_per_quantile,0.035559
7011,mechanism,0.042655
7012,uniform,0.045642
7012,raja_history_free,0.044632
7012,vitali_ogd_per_quantile,0.035545
7012,mechanism,0.042638
7013,uniform,0.045846
7013,raja_history_free,0.044835
7013,vitali_ogd_per_quantile,0.035733
7013,mechanism,0.042838
7014,uniform,0.045905
7014,raja_history_free,0.044892
7014,vitali_ogd_per_quantile,0.035768
7014,mechanism,0.042893
7015,uniform,0.046032
7015,raja_history_free,0.045017
7015,vitali_ogd_per_quantile,0.035862
7015,mechanism,0.043009
7016,uniform,0.04641
7016,raja_history_free,0.045392
7016,vitali_ogd_per_quantile,0.036136
7016,mechanism,0.043369
7017,uniform,0.046348
7017,raja_history_free,0.045334
7017,vitali_ogd_per_quantile,0.036277
7017,mechanism,0.043329
7018,uniform,0.046329
7018,raja_history_free,0.045312
7018,vitali_ogd_per_quantile,0.036196
7018,mechanism,0.043301
7019,uniform,0.046304
7019,raja_history_free,0.045289
7019,vitali_ogd_per_quantile,0.036204
7019,mechanism,0.043276
7020,uniform,0.046275
7020,raja_history_free,0.045262
7020,vitali_ogd_per_quantile,0.036192
7020,mechanism,0.043246
7021,uniform,0.046478
7021,raja_history_free,0.045465
7021,vitali_ogd_per_quantile,0.03645
7021,mechanism,0.043451
7022,uniform,0.046935
7022,raja_history_free,0.045917
7022,vitali_ogd_per_quantile,0.036761
7022,mechanism,0.0439
7023,uniform,0.047155
7023,raja_history_free,0.046124
7023,vitali_ogd_per_quantile,0.036584
7023,mechanism,0.044044
7024,uniform,0.047238
7024,raja_history_free,0.046203
7024,vitali_ogd_per_quantile,0.036603
7024,mechanism,0.044031
7025,uniform,0.047264
7025,raja_history_free,0.046229
7025,vitali_ogd_per_quantile,0.036616
7025,mechanism,0.044008
7026,uniform,0.048034
7026,raja_history_free,0.04701
7026,vitali_ogd_per_quantile,0.037535
7026,mechanism,0.04486
7027,uniform,0.049464
7027,raja_history_free,0.048436
7027,vitali_ogd_per_quantile,0.038604
7027,mechanism,0.046291
7028,uniform,0.04979
7028,raja_history_free,0.04873
7028,vitali_ogd_per_quantile,0.038353
7028,mechanism,0.046507
7029,uniform,0.048998
7029,raja_history_free,0.047923
7029,vitali_ogd_per_quantile,0.037427
7029,mechanism,0.045548
7030,uniform,0.048087
7030,raja_history_free,0.047038
7030,vitali_ogd_per_quantile,0.036775
7030,mechanism,0.044659
7031,uniform,0.047705
7031,raja_history_free,0.046702
7031,vitali_ogd_per_quantile,0.036693
7031,mechanism,0.044508
7032,uniform,0.047176
7032,raja_history_free,0.046215
7032,vitali_ogd_per_quantile,0.036508
7032,mechanism,0.044159
7033,uniform,0.047189
7033,raja_history_free,0.046208
7033,vitali_ogd_per_quantile,0.036146
7033,mechanism,0.044013
7034,uniform,0.046278
7034,raja_history_free,0.045296
7034,vitali_ogd_per_quantile,0.035273
7034,mechanism,0.04309
7035,uniform,0.046174
7035,raja_history_free,0.045223
7035,vitali_ogd_per_quantile,0.035331
7035,mechanism,0.043036
7036,uniform,0.046193
7036,raja_history_free,0.045256
7036,vitali_ogd_per_quantile,0.035407
7036,mechanism,0.043092
7037,uniform,0.046297
7037,raja_history_free,0.045362
7037,vitali_ogd_per_quantile,0.03549
7037,mechanism,0.043208
7038,uniform,0.046683
7038,raja_history_free,0.04574
7038,vitali_ogd_per_quantile,0.035669
7038,mechanism,0.04356
7039,uniform,0.047331
7039,raja_history_free,0.046375
7039,vitali_ogd_per_quantile,0.036042
7039,mechanism,0.044141
7040,uniform,0.048621
7040,raja_history_free,0.047643
7040,vitali_ogd_per_quantile,0.036845
7040,mechanism,0.045244
7041,uniform,0.049614
7041,raja_history_free,0.0486
7041,vitali_ogd_per_quantile,0.037178
7041,mechanism,0.045888
7042,uniform,0.05024
7042,raja_history_free,0.049172
7042,vitali_ogd_per_quantile,0.037254
7042,mechanism,0.046079
7043,uniform,0.050253
7043,raja_history_free,0.049159
7043,vitali_ogd_per_quantile,0.037382
7043,mechanism,0.046128
7044,uniform,0.049706
7044,raja_history_free,0.048591
7044,vitali_ogd_per_quantile,0.036609
7044,mechanism,0.045472
7045,uniform,0.048218
7045,raja_history_free,0.047115
7045,vitali_ogd_per_quantile,0.035576
7045,mechanism,0.04394
7046,uniform,0.047854
7046,raja_history_free,0.046807
7046,vitali_ogd_per_quantile,0.035608
7046,mechanism,0.043675
7047,uniform,0.047329
7047,raja_history_free,0.046335
7047,vitali_ogd_per_quantile,0.035579
7047,mechanism,0.043294
7048,uniform,0.046967
7048,raja_history_free,0.046025
7048,vitali_ogd_per_quantile,0.035558
7048,mechanism,0.043134
7049,uniform,0.046814
7049,raja_history_free,0.0459
7049,vitali_ogd_per_quantile,0.035504
7049,mechanism,0.043107
7050,uniform,0.046502
7050,raja_history_free,0.045607
7050,vitali_ogd_per_quantile,0.035321
7050,mechanism,0.042876
7051,uniform,0.046213
7051,raja_history_free,0.045342
7051,vitali_ogd_per_quantile,0.035194
7051,mechanism,0.04268
7052,uniform,0.046685
7052,raja_history_free,0.045837
7052,vitali_ogd_per_quantile,0.035759
7052,mechanism,0.043233
7053,uniform,0.046972
7053,raja_history_free,0.046132
7053,vitali_ogd_per_quantile,0.035915
7053,mechanism,0.043539
7054,uniform,0.04716
7054,raja_history_free,0.046347
7054,vitali_ogd_per_quantile,0.036487
7054,mechanism,0.043883
7055,uniform,0.047509
7055,raja_history_free,0.046709
7055,vitali_ogd_per_quantile,0.0369
7055,mechanism,0.044218
7056,uniform,0.047583
7056,raja_history_free,0.046781
7056,vitali_ogd_per_quantile,0.036967
7056,mechanism,0.044309
7057,uniform,0.047632
7057,raja_history_free,0.046829
7057,vitali_ogd_per_quantile,0.037024
7057,mechanism,0.044355
7058,uniform,0.047696
7058,raja_history_free,0.046894
7058,vitali_ogd_per_quantile,0.037096
7058,mechanism,0.044409
7059,uniform,0.047776
7059,raja_history_free,0.046974
7059,vitali_ogd_per_quantile,0.037171
7059,mechanism,0.044511
7060,uniform,0.048076
7060,raja_history_free,0.04727
7060,vitali_ogd_per_quantile,0.03734
7060,mechanism,0.04481
7061,uniform,0.04893
7061,raja_history_free,0.048117
7061,vitali_ogd_per_quantile,0.037901
7061,mechanism,0.045628
7062,uniform,0.049559
7062,raja_history_free,0.048727
7062,vitali_ogd_per_quantile,0.038108
7062,mechanism,0.046119
7063,uniform,0.05051
7063,raja_history_free,0.049652
