lam,arb_total_profit,arb_final_wealth,arbitrage_found_rounds
0.0,-7.947005441201498,2.0529945587984995,150
0.1,-8.68573350126865,1.3142664987313533,150
0.3,-9.482958782912329,0.5170412170876784,150
0.5,-9.805867820509265,0.19413217949073996,150
0.8,-9.9583416220268,0.04165837797319975,150
1.0,-9.98565720680275,0.014342793197253147,150
